water_density,water_per_lga,log_popdensity,NEAR_DIST_Water,NEAR_DIST_Health,population,Has_Outbreak,lgaarea,lganame,statename,Case
0.0,0,5.7797956089545135,502.88588765842576,1992.3529190123093,21318.44428,0,66.0641632,Udung Uko,Akwa Ibom,0.0
0.0,0,5.7797956089545135,502.88588765842576,1992.3529190123093,21318.44428,0,66.0641632,Udung Uko,Akwa Ibom,0.0
0.0,0,5.7797956089545135,502.88588765842576,1992.3529190123093,21318.44428,0,66.0641632,Udung Uko,Akwa Ibom,0.0
7.183082937806348,281,4.683139211529798,238.40099221602225,1924.318354047817,288675.0538,1,2695.154297,Southern Ijaw,Bayelsa,228.0
7.183082937806348,281,4.683139211529798,238.40099221602225,1924.318354047817,288675.0538,1,2695.154297,Southern Ijaw,Bayelsa,172.0
7.183082937806348,281,4.683139211529798,238.40099221602225,1924.318354047817,288675.0538,0,2695.154297,Southern Ijaw,Bayelsa,0.0
7.183082937806348,281,4.683139211529798,238.40099221602225,1924.318354047817,288675.0538,1,2695.154297,Southern Ijaw,Bayelsa,72.0
7.183082937806348,281,4.683139211529798,238.40099221602225,1924.318354047817,288675.0538,1,2695.154297,Southern Ijaw,Bayelsa,42.0
1.556705986897741,1,3.743171415128344,23303.727830075244,2657.5254175104046,104129.3148,0,2525.466553,Iwajowa,Oyo,0.0
1.556705986897741,1,3.743171415128344,23303.727830075244,2657.5254175104046,104129.3148,0,2525.466553,Iwajowa,Oyo,0.0
1.556705986897741,1,3.743171415128344,23303.727830075244,2657.5254175104046,104129.3148,0,2525.466553,Iwajowa,Oyo,0.0
1.556705986897741,1,3.743171415128344,23303.727830075244,2657.5254175104046,104129.3148,0,2525.466553,Iwajowa,Oyo,0.0
1.556705986897741,1,3.743171415128344,23303.727830075244,2657.5254175104046,104129.3148,0,2525.466553,Iwajowa,Oyo,0.0
2.2433519133186675,2,4.212434873627418,2892.6489242649764,3391.1531039117745,83844.02481,0,1260.41919,Ibarapa North,Oyo,0.0
2.2433519133186675,2,4.212434873627418,2892.6489242649764,3391.1531039117745,83844.02481,0,1260.41919,Ibarapa North,Oyo,0.0
2.2433519133186675,2,4.212434873627418,2892.6489242649764,3391.1531039117745,83844.02481,0,1260.41919,Ibarapa North,Oyo,0.0
2.2433519133186675,2,4.212434873627418,2892.6489242649764,3391.1531039117745,83844.02481,0,1260.41919,Ibarapa North,Oyo,0.0
2.2433519133186675,2,4.212434873627418,2892.6489242649764,3391.1531039117745,83844.02481,0,1260.41919,Ibarapa North,Oyo,0.0
6.796919406788034,157,5.694813027495962,511.66301805917897,5290.5043844191005,180151.76,0,607.9611206,Okrika,Rivers,0.0
6.796919406788034,157,5.694813027495962,511.66301805917897,5290.5043844191005,180151.76,0,607.9611206,Okrika,Rivers,0.0
6.796919406788034,157,5.694813027495962,511.66301805917897,5290.5043844191005,180151.76,0,607.9611206,Okrika,Rivers,0.0
6.796919406788034,157,5.694813027495962,511.66301805917897,5290.5043844191005,180151.76,0,607.9611206,Okrika,Rivers,0.0
6.796919406788034,157,5.694813027495962,511.66301805917897,5290.5043844191005,180151.76,0,607.9611206,Okrika,Rivers,0.0
0.0,0,4.201793350420248,11767.039683964029,1048.1641063786346,125031.4394,0,1899.999634,Imeko Afon,Ogun,0.0
0.0,0,4.201793350420248,11767.039683964029,1048.1641063786346,125031.4394,0,1899.999634,Imeko Afon,Ogun,0.0
0.0,0,4.201793350420248,11767.039683964029,1048.1641063786346,125031.4394,0,1899.999634,Imeko Afon,Ogun,0.0
0.0,0,4.201793350420248,11767.039683964029,1048.1641063786346,125031.4394,0,1899.999634,Imeko Afon,Ogun,0.0
0.0,0,4.201793350420248,11767.039683964029,1048.1641063786346,125031.4394,0,1899.999634,Imeko Afon,Ogun,0.0
4.485362686499304,15,5.847274571924968,1322.104974829591,4159.596601640631,92166.67022,0,266.9259338,Ibeno,Akwa Ibom,0.0
4.485362686499304,15,5.847274571924968,1322.104974829591,4159.596601640631,92166.67022,0,266.9259338,Ibeno,Akwa Ibom,0.0
4.485362686499304,15,5.847274571924968,1322.104974829591,4159.596601640631,92166.67022,0,266.9259338,Ibeno,Akwa Ibom,0.0
4.485362686499304,15,5.847274571924968,1322.104974829591,4159.596601640631,92166.67022,0,266.9259338,Ibeno,Akwa Ibom,0.0
4.485362686499304,15,5.847274571924968,1322.104974829591,4159.596601640631,92166.67022,0,266.9259338,Ibeno,Akwa Ibom,0.0
6.908123650595424,229,4.364054320831625,249.39236825289848,4228.10321916484,64903.99739,1,836.6606445,Nembe,Bayelsa,208.0
6.908123650595424,229,4.364054320831625,249.39236825289848,4228.10321916484,64903.99739,1,836.6606445,Nembe,Bayelsa,54.0
6.908123650595424,229,4.364054320831625,249.39236825289848,4228.10321916484,64903.99739,0,836.6606445,Nembe,Bayelsa,0.0
6.908123650595424,229,4.364054320831625,249.39236825289848,4228.10321916484,64903.99739,1,836.6606445,Nembe,Bayelsa,30.0
6.908123650595424,229,4.364054320831625,249.39236825289848,4228.10321916484,64903.99739,0,836.6606445,Nembe,Bayelsa,0.0
6.722829646028786,152,5.461619032377786,3230.3922927338585,2713.516406717005,317629.275,0,1354.62085,Ilaje,Ondo,0.0
6.722829646028786,152,5.461619032377786,3230.3922927338585,2713.516406717005,317629.275,0,1354.62085,Ilaje,Ondo,0.0
6.722829646028786,152,5.461619032377786,3230.3922927338585,2713.516406717005,317629.275,0,1354.62085,Ilaje,Ondo,0.0
6.722829646028786,152,5.461619032377786,3230.3922927338585,2713.516406717005,317629.275,0,1354.62085,Ilaje,Ondo,0.0
6.722829646028786,152,5.461619032377786,3230.3922927338585,2713.516406717005,317629.275,0,1354.62085,Ilaje,Ondo,0.0
7.723249303083709,489,4.620229111071426,1639.2100183942916,2852.022631767404,132042.9675,1,1313.634399,Brass,Bayelsa,51.0
7.723249303083709,489,4.620229111071426,1639.2100183942916,2852.022631767404,132042.9675,0,1313.634399,Brass,Bayelsa,0.0
7.723249303083709,489,4.620229111071426,1639.2100183942916,2852.022631767404,132042.9675,0,1313.634399,Brass,Bayelsa,0.0
7.723249303083709,489,4.620229111071426,1639.2100183942916,2852.022631767404,132042.9675,0,1313.634399,Brass,Bayelsa,0.0
7.723249303083709,489,4.620229111071426,1639.2100183942916,2852.022631767404,132042.9675,0,1313.634399,Brass,Bayelsa,0.0
7.224575762832324,342,4.0109828009121715,289.08918285521906,5439.711500416174,118901.4598,0,2193.709473,Warri North,Delta,0.0
7.224575762832324,342,4.0109828009121715,289.08918285521906,5439.711500416174,118901.4598,0,2193.709473,Warri North,Delta,0.0
7.224575762832324,342,4.0109828009121715,289.08918285521906,5439.711500416174,118901.4598,0,2193.709473,Warri North,Delta,0.0
7.224575762832324,342,4.0109828009121715,289.08918285521906,5439.711500416174,118901.4598,0,2193.709473,Warri North,Delta,0.0
7.224575762832324,342,4.0109828009121715,289.08918285521906,5439.711500416174,118901.4598,0,2193.709473,Warri North,Delta,0.0
4.105325867016315,12,4.971875769832361,559.281568471506,4752.918846293029,109320.4341,0,762.8925171,Ese Odo,Ondo,0.0
4.105325867016315,12,4.971875769832361,559.281568471506,4752.918846293029,109320.4341,0,762.8925171,Ese Odo,Ondo,0.0
4.105325867016315,12,4.971875769832361,559.281568471506,4752.918846293029,109320.4341,0,762.8925171,Ese Odo,Ondo,0.0
4.105325867016315,12,4.971875769832361,559.281568471506,4752.918846293029,109320.4341,0,762.8925171,Ese Odo,Ondo,0.0
4.105325867016315,12,4.971875769832361,559.281568471506,4752.918846293029,109320.4341,0,762.8925171,Ese Odo,Ondo,0.0
2.087502267038222,1,7.064746403780496,2641.1390273575275,3367.7269822667586,308168.5003,0,263.6205139,Jalingo,Taraba,0.0
2.087502267038222,1,7.064746403780496,2641.1390273575275,3367.7269822667586,308168.5003,0,263.6205139,Jalingo,Taraba,0.0
2.087502267038222,1,7.064746403780496,2641.1390273575275,3367.7269822667586,308168.5003,0,263.6205139,Jalingo,Taraba,0.0
2.087502267038222,1,7.064746403780496,2641.1390273575275,3367.7269822667586,308168.5003,0,263.6205139,Jalingo,Taraba,0.0
2.087502267038222,1,7.064746403780496,2641.1390273575275,3367.7269822667586,308168.5003,0,263.6205139,Jalingo,Taraba,0.0
6.99319792003762,234,4.6504234369334645,963.4702644947492,6838.055765982554,185938.4279,0,1794.265381,Burutu,Delta,0.0
6.99319792003762,234,4.6504234369334645,963.4702644947492,6838.055765982554,185938.4279,0,1794.265381,Burutu,Delta,0.0
6.99319792003762,234,4.6504234369334645,963.4702644947492,6838.055765982554,185938.4279,0,1794.265381,Burutu,Delta,0.0
6.99319792003762,234,4.6504234369334645,963.4702644947492,6838.055765982554,185938.4279,0,1794.265381,Burutu,Delta,0.0
6.99319792003762,234,4.6504234369334645,963.4702644947492,6838.055765982554,185938.4279,0,1794.265381,Burutu,Delta,0.0
4.3544668683739385,14,5.4875230809765405,4760.068267045625,5205.914144611203,250603.9252,0,1041.328491,Girei,Adamawa,0.0
4.3544668683739385,14,5.4875230809765405,4760.068267045625,5205.914144611203,250603.9252,0,1041.328491,Girei,Adamawa,0.0
4.3544668683739385,14,5.4875230809765405,4760.068267045625,5205.914144611203,250603.9252,0,1041.328491,Girei,Adamawa,0.0
4.3544668683739385,14,5.4875230809765405,4760.068267045625,5205.914144611203,250603.9252,1,1041.328491,Girei,Adamawa,7.0
4.3544668683739385,14,5.4875230809765405,4760.068267045625,5205.914144611203,250603.9252,0,1041.328491,Girei,Adamawa,0.0
4.00610733975739,11,4.9029654369237345,5056.282014878683,2623.7725812807766,157366.9089,0,1177.115356,Yorro,Taraba,0.0
4.00610733975739,11,4.9029654369237345,5056.282014878683,2623.7725812807766,157366.9089,0,1177.115356,Yorro,Taraba,0.0
4.00610733975739,11,4.9029654369237345,5056.282014878683,2623.7725812807766,157366.9089,0,1177.115356,Yorro,Taraba,0.0
4.00610733975739,11,4.9029654369237345,5056.282014878683,2623.7725812807766,157366.9089,0,1177.115356,Yorro,Taraba,0.0
4.00610733975739,11,4.9029654369237345,5056.282014878683,2623.7725812807766,157366.9089,0,1177.115356,Yorro,Taraba,0.0
2.6893752118409315,3,4.574158206165272,2737.8204852947542,4131.5943749794205,197653.3887,0,2060.039795,Ardo-Kola,Taraba,0.0
2.6893752118409315,3,4.574158206165272,2737.8204852947542,4131.5943749794205,197653.3887,0,2060.039795,Ardo-Kola,Taraba,0.0
2.6893752118409315,3,4.574158206165272,2737.8204852947542,4131.5943749794205,197653.3887,0,2060.039795,Ardo-Kola,Taraba,0.0
2.6893752118409315,3,4.574158206165272,2737.8204852947542,4131.5943749794205,197653.3887,0,2060.039795,Ardo-Kola,Taraba,0.0
2.6893752118409315,3,4.574158206165272,2737.8204852947542,4131.5943749794205,197653.3887,0,2060.039795,Ardo-Kola,Taraba,0.0
3.935937743759446,6,8.368358240932043,935.1089997673377,656.4440626483795,323369.6308,0,75.0703125,Yola North,Adamawa,0.0
3.935937743759446,6,8.368358240932043,935.1089997673377,656.4440626483795,323369.6308,1,75.0703125,Yola North,Adamawa,486.0
3.935937743759446,6,8.368358240932043,935.1089997673377,656.4440626483795,323369.6308,0,75.0703125,Yola North,Adamawa,0.0
3.935937743759446,6,8.368358240932043,935.1089997673377,656.4440626483795,323369.6308,1,75.0703125,Yola North,Adamawa,24.0
3.935937743759446,6,8.368358240932043,935.1089997673377,656.4440626483795,323369.6308,0,75.0703125,Yola North,Adamawa,0.0
5.694816052756382,46,6.441784716856773,1324.6536621182995,2515.717412548184,570232.5274,0,910.1501465,Yola South,Adamawa,0.0
5.694816052756382,46,6.441784716856773,1324.6536621182995,2515.717412548184,570232.5274,0,910.1501465,Yola South,Adamawa,0.0
5.694816052756382,46,6.441784716856773,1324.6536621182995,2515.717412548184,570232.5274,0,910.1501465,Yola South,Adamawa,0.0
5.694816052756382,46,6.441784716856773,1324.6536621182995,2515.717412548184,570232.5274,0,910.1501465,Yola South,Adamawa,0.0
5.694816052756382,46,6.441784716856773,1324.6536621182995,2515.717412548184,570232.5274,0,910.1501465,Yola South,Adamawa,0.0
4.485511520699242,16,5.482645157008713,1715.16213519926,1153.148025741987,71203.34484,0,297.3223572,Mbo,Akwa Ibom,0.0
4.485511520699242,16,5.482645157008713,1715.16213519926,1153.148025741987,71203.34484,0,297.3223572,Mbo,Akwa Ibom,0.0
4.485511520699242,16,5.482645157008713,1715.16213519926,1153.148025741987,71203.34484,0,297.3223572,Mbo,Akwa Ibom,0.0
4.485511520699242,16,5.482645157008713,1715.16213519926,1153.148025741987,71203.34484,0,297.3223572,Mbo,Akwa Ibom,0.0
4.485511520699242,16,5.482645157008713,1715.16213519926,1153.148025741987,71203.34484,0,297.3223572,Mbo,Akwa Ibom,0.0
4.243532195348567,15,4.576896494707613,400.8899480858378,4494.029638367423,146955.1202,0,1527.405884,Lau,Taraba,0.0
4.243532195348567,15,4.576896494707613,400.8899480858378,4494.029638367423,146955.1202,0,1527.405884,Lau,Taraba,0.0
4.243532195348567,15,4.576896494707613,400.8899480858378,4494.029638367423,146955.1202,0,1527.405884,Lau,Taraba,0.0
4.243532195348567,15,4.576896494707613,400.8899480858378,4494.029638367423,146955.1202,0,1527.405884,Lau,Taraba,0.0
4.243532195348567,15,4.576896494707613,400.8899480858378,4494.029638367423,146955.1202,0,1527.405884,Lau,Taraba,0.0
0.0,0,5.570423709416429,1098.467405036303,1646.9151189582865,113369.7775,0,433.4613037,Ibarapa Central,Oyo,0.0
0.0,0,5.570423709416429,1098.467405036303,1646.9151189582865,113369.7775,0,433.4613037,Ibarapa Central,Oyo,0.0
0.0,0,5.570423709416429,1098.467405036303,1646.9151189582865,113369.7775,0,433.4613037,Ibarapa Central,Oyo,0.0
0.0,0,5.570423709416429,1098.467405036303,1646.9151189582865,113369.7775,0,433.4613037,Ibarapa Central,Oyo,0.0
0.0,0,5.570423709416429,1098.467405036303,1646.9151189582865,113369.7775,0,433.4613037,Ibarapa Central,Oyo,0.0
0.0,0,6.430992530106316,9234.81445906114,1842.3931936192016,487998.8443,0,787.3618774,Abeokuta North,Ogun,0.0
0.0,0,6.430992530106316,9234.81445906114,1842.3931936192016,487998.8443,0,787.3618774,Abeokuta North,Ogun,0.0
0.0,0,6.430992530106316,9234.81445906114,1842.3931936192016,487998.8443,0,787.3618774,Abeokuta North,Ogun,0.0
0.0,0,6.430992530106316,9234.81445906114,1842.3931936192016,487998.8443,0,787.3618774,Abeokuta North,Ogun,0.0
0.0,0,6.430992530106316,9234.81445906114,1842.3931936192016,487998.8443,0,787.3618774,Abeokuta North,Ogun,0.0
5.7951023488632805,52,6.301650440015747,138.0202731895799,772.8643647188866,131436.5433,0,241.4020844,Bonny,Rivers,0.0
5.7951023488632805,52,6.301650440015747,138.0202731895799,772.8643647188866,131436.5433,0,241.4020844,Bonny,Rivers,0.0
5.7951023488632805,52,6.301650440015747,138.0202731895799,772.8643647188866,131436.5433,0,241.4020844,Bonny,Rivers,0.0
5.7951023488632805,52,6.301650440015747,138.0202731895799,772.8643647188866,131436.5433,0,241.4020844,Bonny,Rivers,0.0
5.7951023488632805,52,6.301650440015747,138.0202731895799,772.8643647188866,131436.5433,0,241.4020844,Bonny,Rivers,0.0
7.302909939120999,389,3.8139171818508415,17.357686113729248,11259.318891630928,56674.35066,0,1278.532715,Warri South-West,Delta,0.0
7.302909939120999,389,3.8139171818508415,17.357686113729248,11259.318891630928,56674.35066,1,1278.532715,Warri South-West,Delta,34.0
7.302909939120999,389,3.8139171818508415,17.357686113729248,11259.318891630928,56674.35066,0,1278.532715,Warri South-West,Delta,0.0
7.302909939120999,389,3.8139171818508415,17.357686113729248,11259.318891630928,56674.35066,0,1278.532715,Warri South-West,Delta,0.0
7.302909939120999,389,3.8139171818508415,17.357686113729248,11259.318891630928,56674.35066,0,1278.532715,Warri South-West,Delta,0.0
6.170719590337334,71,6.725779267960365,458.83377384894254,2535.380124766025,453134.9113,0,544.2268677,Warri South,Delta,0.0
6.170719590337334,71,6.725779267960365,458.83377384894254,2535.380124766025,453134.9113,0,544.2268677,Warri South,Delta,0.0
6.170719590337334,71,6.725779267960365,458.83377384894254,2535.380124766025,453134.9113,0,544.2268677,Warri South,Delta,0.0
6.170719590337334,71,6.725779267960365,458.83377384894254,2535.380124766025,453134.9113,0,544.2268677,Warri South,Delta,0.0
6.170719590337334,71,6.725779267960365,458.83377384894254,2535.380124766025,453134.9113,0,544.2268677,Warri South,Delta,0.0
6.627878255806457,170,4.440451123854874,94.51411256499652,9774.586310403649,118621.9195,1,1415.313232,Akuku Toru,Rivers,47.0
6.627878255806457,170,4.440451123854874,94.51411256499652,9774.586310403649,118621.9195,0,1415.313232,Akuku Toru,Rivers,0.0
6.627878255806457,170,4.440451123854874,94.51411256499652,9774.586310403649,118621.9195,0,1415.313232,Akuku Toru,Rivers,0.0
6.627878255806457,170,4.440451123854874,94.51411256499652,9774.586310403649,118621.9195,0,1415.313232,Akuku Toru,Rivers,0.0
6.627878255806457,170,4.440451123854874,94.51411256499652,9774.586310403649,118621.9195,0,1415.313232,Akuku Toru,Rivers,0.0
0.0,0,6.376495859465058,339.5750122919464,1694.2664024328567,155877.4539,0,265.6108093,Isokan,Osun,0.0
0.0,0,6.376495859465058,339.5750122919464,1694.2664024328567,155877.4539,0,265.6108093,Isokan,Osun,0.0
0.0,0,6.376495859465058,339.5750122919464,1694.2664024328567,155877.4539,0,265.6108093,Isokan,Osun,0.0
0.0,0,6.376495859465058,339.5750122919464,1694.2664024328567,155877.4539,0,265.6108093,Isokan,Osun,0.0
0.0,0,6.376495859465058,339.5750122919464,1694.2664024328567,155877.4539,0,265.6108093,Isokan,Osun,0.0
0.0,0,6.454040336092821,907.8811566938168,2476.3385806490223,181159.6202,0,285.6218872,Irewole,Osun,0.0
0.0,0,6.454040336092821,907.8811566938168,2476.3385806490223,181159.6202,0,285.6218872,Irewole,Osun,0.0
0.0,0,6.454040336092821,907.8811566938168,2476.3385806490223,181159.6202,0,285.6218872,Irewole,Osun,0.0
0.0,0,6.454040336092821,907.8811566938168,2476.3385806490223,181159.6202,0,285.6218872,Irewole,Osun,0.0
0.0,0,6.454040336092821,907.8811566938168,2476.3385806490223,181159.6202,0,285.6218872,Irewole,Osun,0.0
0.0,0,6.575826452961922,3468.1462051507174,3296.81893019522,213603.232,0,298.1043701,Essien Udim,Akwa Ibom,0.0
0.0,0,6.575826452961922,3468.1462051507174,3296.81893019522,213603.232,0,298.1043701,Essien Udim,Akwa Ibom,0.0
0.0,0,6.575826452961922,3468.1462051507174,3296.81893019522,213603.232,0,298.1043701,Essien Udim,Akwa Ibom,0.0
0.0,0,6.575826452961922,3468.1462051507174,3296.81893019522,213603.232,0,298.1043701,Essien Udim,Akwa Ibom,0.0
0.0,0,6.575826452961922,3468.1462051507174,3296.81893019522,213603.232,0,298.1043701,Essien Udim,Akwa Ibom,0.0
1.9893518291600982,1,6.310793583035467,1483.5617418274433,440.6463897406756,70111.02463,0,127.5948486,Onna,Akwa Ibom,0.0
1.9893518291600982,1,6.310793583035467,1483.5617418274433,440.6463897406756,70111.02463,0,127.5948486,Onna,Akwa Ibom,0.0
1.9893518291600982,1,6.310793583035467,1483.5617418274433,440.6463897406756,70111.02463,0,127.5948486,Onna,Akwa Ibom,0.0
1.9893518291600982,1,6.310793583035467,1483.5617418274433,440.6463897406756,70111.02463,0,127.5948486,Onna,Akwa Ibom,0.0
1.9893518291600982,1,6.310793583035467,1483.5617418274433,440.6463897406756,70111.02463,0,127.5948486,Onna,Akwa Ibom,0.0
2.7432276916504543,2,7.2685265336723885,1546.2653398435805,723.223867002423,435247.9563,0,303.6397705,Udenu,Enugu,0.0
2.7432276916504543,2,7.2685265336723885,1546.2653398435805,723.223867002423,435247.9563,0,303.6397705,Udenu,Enugu,0.0
2.7432276916504543,2,7.2685265336723885,1546.2653398435805,723.223867002423,435247.9563,0,303.6397705,Udenu,Enugu,0.0
2.7432276916504543,2,7.2685265336723885,1546.2653398435805,723.223867002423,435247.9563,0,303.6397705,Udenu,Enugu,0.0
2.7432276916504543,2,7.2685265336723885,1546.2653398435805,723.223867002423,435247.9563,0,303.6397705,Udenu,Enugu,0.0
7.227469365943829,248,5.547314846108383,94.67246943337976,1978.3987575790068,47052.49431,0,184.1240692,Ogu Bolo,Rivers,0.0
7.227469365943829,248,5.547314846108383,94.67246943337976,1978.3987575790068,47052.49431,0,184.1240692,Ogu Bolo,Rivers,0.0
7.227469365943829,248,5.547314846108383,94.67246943337976,1978.3987575790068,47052.49431,0,184.1240692,Ogu Bolo,Rivers,0.0
7.227469365943829,248,5.547314846108383,94.67246943337976,1978.3987575790068,47052.49431,0,184.1240692,Ogu Bolo,Rivers,0.0
7.227469365943829,248,5.547314846108383,94.67246943337976,1978.3987575790068,47052.49431,0,184.1240692,Ogu Bolo,Rivers,0.0
0.0,0,7.988647360391617,1165.636417542329,1217.3309657684003,267447.7957,0,90.7738876,Enugu South,Enugu,0.0
0.0,0,7.988647360391617,1165.636417542329,1217.3309657684003,267447.7957,0,90.7738876,Enugu South,Enugu,0.0
0.0,0,7.988647360391617,1165.636417542329,1217.3309657684003,267447.7957,0,90.7738876,Enugu South,Enugu,0.0
0.0,0,7.988647360391617,1165.636417542329,1217.3309657684003,267447.7957,0,90.7738876,Enugu South,Enugu,0.0
0.0,0,7.988647360391617,1165.636417542329,1217.3309657684003,267447.7957,0,90.7738876,Enugu South,Enugu,0.0
2.7700464981064434,2,7.479688036654526,3049.2749163894914,712.0821648124203,284961.86,0,160.9328461,Ikot Ekpene,Akwa Ibom,0.0
2.7700464981064434,2,7.479688036654526,3049.2749163894914,712.0821648124203,284961.86,0,160.9328461,Ikot Ekpene,Akwa Ibom,0.0
2.7700464981064434,2,7.479688036654526,3049.2749163894914,712.0821648124203,284961.86,0,160.9328461,Ikot Ekpene,Akwa Ibom,0.0
2.7700464981064434,2,7.479688036654526,3049.2749163894914,712.0821648124203,284961.86,0,160.9328461,Ikot Ekpene,Akwa Ibom,0.0
2.7700464981064434,2,7.479688036654526,3049.2749163894914,712.0821648124203,284961.86,0,160.9328461,Ikot Ekpene,Akwa Ibom,0.0
0.0,0,6.133433789646233,4448.354380880732,2078.618023464339,94412.39028,0,205.236969,Nsit Ubium,Akwa Ibom,0.0
