lganame,statename,num_health_facilities,longitude,population,lgaarea,popdensity,Facilities_per_10k_people,water_per_lga,NEAR_DIST_Health,NEAR_DIST_Water,Case,Year
Gubio,Borno,8,12.7851140001,206460.4051,2758.827637,74.8362808,0.3874835,67,9519.731156943828,4529.8747299329525,0.0,2022.0
Gubio,Borno,8,12.7851140001,206460.4051,2758.827637,74.8362808,0.3874835,67,9519.731156943828,4529.8747299329525,0.0,2021.0
Yagba East,Kogi,62,5.83392334,133357.4743,1520.347534,87.715126,4.649158,4,5277.398127785452,9934.858740916146,0.0,2025.0
Yagba East,Kogi,62,5.83392334,133357.4743,1520.347534,87.715126,4.649158,4,5277.398127785452,9934.858740916146,0.0,2024.0
Yagba East,Kogi,62,5.83392334,133357.4743,1520.347534,87.715126,4.649158,4,5277.398127785452,9934.858740916146,0.0,2023.0
Yagba East,Kogi,62,5.83392334,133357.4743,1520.347534,87.715126,4.649158,4,5277.398127785452,9934.858740916146,0.0,2022.0
Yagba East,Kogi,62,5.83392334,133357.4743,1520.347534,87.715126,4.649158,4,5277.398127785452,9934.858740916146,0.0,2021.0
Chibok,Borno,34,12.7768000004,110736.122,1264.647827,87.5628128,3.0703621,21,2273.206166410179,3725.736798174696,0.0,2025.0
Chibok,Borno,34,12.7768000004,110736.122,1264.647827,87.5628128,3.0703621,21,2273.206166410179,3725.736798174696,0.0,2024.0
Chibok,Borno,34,12.7768000004,110736.122,1264.647827,87.5628128,3.0703621,21,2273.206166410179,3725.736798174696,0.0,2023.0
Chibok,Borno,34,12.7768000004,110736.122,1264.647827,87.5628128,3.0703621,21,2273.206166410179,3725.736798174696,0.0,2022.0
Chibok,Borno,34,12.7768000004,110736.122,1264.647827,87.5628128,3.0703621,21,2273.206166410179,3725.736798174696,0.0,2021.0
Tureta,Sokoto,25,5.571162701,92248.79818,1868.198242,49.3784828,2.7100625,4,7772.985337126351,11796.282479586043,0.0,2025.0
Tureta,Sokoto,25,5.571162701,92248.79818,1868.198242,49.3784828,2.7100625,4,7772.985337126351,11796.282479586043,0.0,2024.0
Tureta,Sokoto,25,5.571162701,92248.79818,1868.198242,49.3784828,2.7100625,4,7772.985337126351,11796.282479586043,0.0,2023.0
Tureta,Sokoto,25,5.571162701,92248.79818,1868.198242,49.3784828,2.7100625,4,7772.985337126351,11796.282479586043,0.0,2022.0
Tureta,Sokoto,25,5.571162701,92248.79818,1868.198242,49.3784828,2.7100625,4,7772.985337126351,11796.282479586043,0.0,2021.0
Gashaka,Taraba,38,11.26269531,159912.5119,8482.929688,18.8510952,2.3762994,7,1080.9704176635169,676.6100574213051,0.0,2025.0
Gashaka,Taraba,38,11.26269531,159912.5119,8482.929688,18.8510952,2.3762994,7,1080.9704176635169,676.6100574213051,0.0,2024.0
Gashaka,Taraba,38,11.26269531,159912.5119,8482.929688,18.8510952,2.3762994,7,1080.9704176635169,676.6100574213051,0.0,2023.0
Gashaka,Taraba,38,11.26269531,159912.5119,8482.929688,18.8510952,2.3762994,7,1080.9704176635169,676.6100574213051,0.0,2022.0
Gashaka,Taraba,38,11.26269531,159912.5119,8482.929688,18.8510952,2.3762994,7,1080.9704176635169,676.6100574213051,0.0,2021.0
Bauchi,Bauchi,176,10.090899,1201327.0,3218.880371,373.212677,1.4650465,19,3175.134172950171,1279.4526929458743,0.0,2025.0
Bauchi,Bauchi,176,10.090899,1201327.0,3218.880371,373.212677,1.4650465,19,3175.134172950171,1279.4526929458743,0.0,2023.0
Bauchi,Bauchi,176,10.090899,1201327.0,3218.880371,373.212677,1.4650465,19,3175.134172950171,1279.4526929458743,0.0,2022.0
Bauchi,Bauchi,176,10.090899,1201327.0,3218.880371,373.212677,1.4650465,19,3175.134172950171,1279.4526929458743,0.0,2021.0
Bauchi,Bauchi,176,10.090899,1201327.0,3218.880371,373.212677,1.4650465,19,3175.134172950171,1279.4526929458743,9336.0,2021.0
Hawul,Borno,41,12.3276100002,253980.5821,1866.721191,136.0570526,1.6142967,9,1444.5756004750583,1640.3125463618576,0.0,2025.0
Hawul,Borno,41,12.3276100002,253980.5821,1866.721191,136.0570526,1.6142967,9,1444.5756004750583,1640.3125463618576,0.0,2024.0
Hawul,Borno,41,12.3276100002,253980.5821,1866.721191,136.0570526,1.6142967,9,1444.5756004750583,1640.3125463618576,0.0,2023.0
Hawul,Borno,41,12.3276100002,253980.5821,1866.721191,136.0570526,1.6142967,9,1444.5756004750583,1640.3125463618576,0.0,2022.0
Hawul,Borno,41,12.3276100002,253980.5821,1866.721191,136.0570526,1.6142967,9,1444.5756004750583,1640.3125463618576,0.0,2021.0
Uruan,Akwa Ibom,21,8.031318253,118328.8199,306.0635986,386.6151428,1.7747155,8,3237.094836389468,2548.875295498167,0.0,2025.0
Uruan,Akwa Ibom,21,8.031318253,118328.8199,306.0635986,386.6151428,1.7747155,8,3237.094836389468,2548.875295498167,0.0,2024.0
Uruan,Akwa Ibom,21,8.031318253,118328.8199,306.0635986,386.6151428,1.7747155,8,3237.094836389468,2548.875295498167,0.0,2023.0
Uruan,Akwa Ibom,21,8.031318253,118328.8199,306.0635986,386.6151428,1.7747155,8,3237.094836389468,2548.875295498167,0.0,2022.0
Uruan,Akwa Ibom,21,8.031318253,118328.8199,306.0635986,386.6151428,1.7747155,8,3237.094836389468,2548.875295498167,0.0,2021.0
Mayo-Belwa,Adamawa,99,12.06030273,313080.9377,2368.029541,132.2115784,3.1621215,8,653.1500006639425,707.4549643041029,0.0,2025.0
Mayo-Belwa,Adamawa,99,12.06030273,313080.9377,2368.029541,132.2115784,3.1621215,8,653.1500006639425,707.4549643041029,0.0,2024.0
Mayo-Belwa,Adamawa,99,12.06030273,313080.9377,2368.029541,132.2115784,3.1621215,8,653.1500006639425,707.4549643041029,0.0,2023.0
Mayo-Belwa,Adamawa,99,12.06030273,313080.9377,2368.029541,132.2115784,3.1621215,8,653.1500006639425,707.4549643041029,0.0,2022.0
Mayo-Belwa,Adamawa,99,12.06030273,313080.9377,2368.029541,132.2115784,3.1621215,8,653.1500006639425,707.4549643041029,0.0,2021.0
Mubi South,Adamawa,72,13.30498,266029.6536,475.8396912,559.0740967,2.7064652,11,1242.2731107068155,1254.8272142940837,0.0,2025.0
Mubi South,Adamawa,72,13.30498,266029.6536,475.8396912,559.0740967,2.7064652,11,1242.2731107068155,1254.8272142940837,0.0,2024.0
Mubi South,Adamawa,72,13.30498,266029.6536,475.8396912,559.0740967,2.7064652,11,1242.2731107068155,1254.8272142940837,0.0,2023.0
Mubi South,Adamawa,72,13.30498,266029.6536,475.8396912,559.0740967,2.7064652,11,1242.2731107068155,1254.8272142940837,0.0,2022.0
Mubi South,Adamawa,72,13.30498,266029.6536,475.8396912,559.0740967,2.7064652,11,1242.2731107068155,1254.8272142940837,0.0,2021.0
Etsako West,Edo,71,6.264526367,389162.5059,895.6776123,434.4894714,1.8244306,8,3130.544218361945,2611.2598006923868,0.0,2025.0
Etsako West,Edo,71,6.264526367,389162.5059,895.6776123,434.4894714,1.8244306,8,3130.544218361945,2611.2598006923868,0.0,2024.0
Etsako West,Edo,71,6.264526367,389162.5059,895.6776123,434.4894714,1.8244306,8,3130.544218361945,2611.2598006923868,0.0,2023.0
Etsako West,Edo,71,6.264526367,389162.5059,895.6776123,434.4894714,1.8244306,8,3130.544218361945,2611.2598006923868,0.0,2022.0
Etsako West,Edo,71,6.264526367,389162.5059,895.6776123,434.4894714,1.8244306,8,3130.544218361945,2611.2598006923868,0.0,2021.0
Fune,Yobe,59,11.23358601,589857.0279,5632.768555,104.7188492,1.0002424,23,3982.096798945171,15533.410995418879,0.0,2025.0
Fune,Yobe,59,11.23358601,589857.0279,5632.768555,104.7188492,1.0002424,23,3982.096798945171,15533.410995418879,0.0,2024.0
Fune,Yobe,59,11.23358601,589857.0279,5632.768555,104.7188492,1.0002424,23,3982.096798945171,15533.410995418879,0.0,2023.0
Fune,Yobe,59,11.23358601,589857.0279,5632.768555,104.7188492,1.0002424,23,3982.096798945171,15533.410995418879,0.0,2022.0
Fune,Yobe,59,11.23358601,589857.0279,5632.768555,104.7188492,1.0002424,23,3982.096798945171,15533.410995418879,0.0,2021.0
Mobbar,Borno,9,12.5050699998,228943.3465,2692.953613,85.0157013,0.3931104,214,15463.132783134732,16205.553971114292,0.0,2025.0
Mobbar,Borno,9,12.5050699998,228943.3465,2692.953613,85.0157013,0.3931104,214,15463.132783134732,16205.553971114292,0.0,2024.0
Mobbar,Borno,9,12.5050699998,228943.3465,2692.953613,85.0157013,0.3931104,214,15463.132783134732,16205.553971114292,0.0,2023.0
Mobbar,Borno,9,12.5050699998,228943.3465,2692.953613,85.0157013,0.3931104,214,15463.132783134732,16205.553971114292,0.0,2022.0
Mobbar,Borno,9,12.5050699998,228943.3465,2692.953613,85.0157013,0.3931104,214,15463.132783134732,16205.553971114292,0.0,2021.0
Potiskum,Yobe,39,11.17529297,676494.1155,425.4219055,1590.172241,0.5765017,5,3403.850183719496,928.4571496993149,0.0,2025.0
Potiskum,Yobe,39,11.17529297,676494.1155,425.4219055,1590.172241,0.5765017,5,3403.850183719496,928.4571496993149,0.0,2024.0
Potiskum,Yobe,39,11.17529297,676494.1155,425.4219055,1590.172241,0.5765017,5,3403.850183719496,928.4571496993149,0.0,2023.0
Potiskum,Yobe,39,11.17529297,676494.1155,425.4219055,1590.172241,0.5765017,5,3403.850183719496,928.4571496993149,0.0,2022.0
Potiskum,Yobe,39,11.17529297,676494.1155,425.4219055,1590.172241,0.5765017,5,3403.850183719496,928.4571496993149,0.0,2021.0
Gwoza,Borno,43,13.81496,228713.0998,3586.444336,63.7715454,1.8800848,19,5573.230774034732,4580.1979578632845,0.0,2025.0
Gwoza,Borno,43,13.81496,228713.0998,3586.444336,63.7715454,1.8800848,19,5573.230774034732,4580.1979578632845,450.0,2024.0
Gwoza,Borno,43,13.81496,228713.0998,3586.444336,63.7715454,1.8800848,19,5573.230774034732,4580.1979578632845,0.0,2022.0
Gwoza,Borno,43,13.81496,228713.0998,3586.444336,63.7715454,1.8800848,19,5573.230774034732,4580.1979578632845,0.0,2021.0
Gwoza,Borno,43,13.81496,228713.0998,3586.444336,63.7715454,1.8800848,19,5573.230774034732,4580.1979578632845,960.0,2021.0
Guzamala,Borno,13,13.2292899999,62746.88397,2372.916992,26.4429321,2.071816,53,7479.425917178595,28473.078028505766,0.0,2025.0
Guzamala,Borno,13,13.2292899999,62746.88397,2372.916992,26.4429321,2.071816,53,7479.425917178595,28473.078028505766,0.0,2024.0
Guzamala,Borno,13,13.2292899999,62746.88397,2372.916992,26.4429321,2.071816,53,7479.425917178595,28473.078028505766,0.0,2023.0
Guzamala,Borno,13,13.2292899999,62746.88397,2372.916992,26.4429321,2.071816,53,7479.425917178595,28473.078028505766,0.0,2022.0
Guzamala,Borno,13,13.2292899999,62746.88397,2372.916992,26.4429321,2.071816,53,7479.425917178595,28473.078028505766,0.0,2021.0
Maiha,Adamawa,61,13.23492432,188095.1494,1346.335327,139.7089844,3.2430396,9,6112.5679076172255,5995.496532414949,0.0,2025.0
Maiha,Adamawa,61,13.23492432,188095.1494,1346.335327,139.7089844,3.2430396,9,6112.5679076172255,5995.496532414949,0.0,2024.0
Maiha,Adamawa,61,13.23492432,188095.1494,1346.335327,139.7089844,3.2430396,9,6112.5679076172255,5995.496532414949,0.0,2023.0
Maiha,Adamawa,61,13.23492432,188095.1494,1346.335327,139.7089844,3.2430396,9,6112.5679076172255,5995.496532414949,0.0,2022.0
Maiha,Adamawa,61,13.23492432,188095.1494,1346.335327,139.7089844,3.2430396,9,6112.5679076172255,5995.496532414949,0.0,2021.0
Gulani,Yobe,43,11.56872559,369438.0736,2367.029541,156.0766602,1.1639298,1,1818.1774421481905,7229.578092404947,0.0,2025.0
Gulani,Yobe,43,11.56872559,369438.0736,2367.029541,156.0766602,1.1639298,1,1818.1774421481905,7229.578092404947,0.0,2024.0
Gulani,Yobe,43,11.56872559,369438.0736,2367.029541,156.0766602,1.1639298,1,1818.1774421481905,7229.578092404947,0.0,2023.0
Gulani,Yobe,43,11.56872559,369438.0736,2367.029541,156.0766602,1.1639298,1,1818.1774421481905,7229.578092404947,433.0,2022.0
Gulani,Yobe,43,11.56872559,369438.0736,2367.029541,156.0766602,1.1639298,1,1818.1774421481905,7229.578092404947,0.0,2022.0
Zing,Taraba,72,11.71307373,210404.5233,871.8153076,241.3407135,3.4219797,0,1398.192859890706,12862.210070936779,0.0,2025.0
Zing,Taraba,72,11.71307373,210404.5233,871.8153076,241.3407135,3.4219797,0,1398.192859890706,12862.210070936779,0.0,2024.0
Zing,Taraba,72,11.71307373,210404.5233,871.8153076,241.3407135,3.4219797,0,1398.192859890706,12862.210070936779,0.0,2023.0
Zing,Taraba,72,11.71307373,210404.5233,871.8153076,241.3407135,3.4219797,0,1398.192859890706,12862.210070936779,0.0,2022.0
Zing,Taraba,72,11.71307373,210404.5233,871.8153076,241.3407135,3.4219797,0,1398.192859890706,12862.210070936779,0.0,2021.0
Orelope,Oyo,26,3.765248333,105286.9024,1054.729858,99.8235703,2.4694428,1,1561.7004901510743,34202.64279903435,0.0,2025.0
Orelope,Oyo,26,3.765248333,105286.9024,1054.729858,99.8235703,2.4694428,1,1561.7004901510743,34202.64279903435,0.0,2024.0
Orelope,Oyo,26,3.765248333,105286.9024,1054.729858,99.8235703,2.4694428,1,1561.7004901510743,34202.64279903435,0.0,2023.0
Orelope,Oyo,26,3.765248333,105286.9024,1054.729858,99.8235703,2.4694428,1,1561.7004901510743,34202.64279903435,0.0,2022.0
Orelope,Oyo,26,3.765248333,105286.9024,1054.729858,99.8235703,2.4694428,1,1561.7004901510743,34202.64279903435,0.0,2021.0
Nsit Ibom,Akwa Ibom,26,7.8264603,122391.6627,144.6309662,846.2341309,2.1243277,0,1671.937748567861,2158.7928154363617,0.0,2025.0
Nsit Ibom,Akwa Ibom,26,7.8264603,122391.6627,144.6309662,846.2341309,2.1243277,0,1671.937748567861,2158.7928154363617,0.0,2024.0
Nsit Ibom,Akwa Ibom,26,7.8264603,122391.6627,144.6309662,846.2341309,2.1243277,0,1671.937748567861,2158.7928154363617,0.0,2023.0
Nsit Ibom,Akwa Ibom,26,7.8264603,122391.6627,144.6309662,846.2341309,2.1243277,0,1671.937748567861,2158.7928154363617,0.0,2022.0
Nsit Ibom,Akwa Ibom,26,7.8264603,122391.6627,144.6309662,846.2341309,2.1243277,0,1671.937748567861,2158.7928154363617,0.0,2021.0
Fufore,Adamawa,104,12.86477,443009.2323,5065.88916,87.4494553,2.3475809,65,974.3044190703437,468.8914848233728,0.0,2025.0
Fufore,Adamawa,104,12.86477,443009.2323,5065.88916,87.4494553,2.3475809,65,974.3044190703437,468.8914848233728,0.0,2024.0
Fufore,Adamawa,104,12.86477,443009.2323,5065.88916,87.4494553,2.3475809,65,974.3044190703437,468.8914848233728,0.0,2023.0
Fufore,Adamawa,104,12.86477,443009.2323,5065.88916,87.4494553,2.3475809,65,974.3044190703437,468.8914848233728,0.0,2022.0
Fufore,Adamawa,104,12.86477,443009.2323,5065.88916,87.4494553,2.3475809,65,974.3044190703437,468.8914848233728,0.0,2021.0
Mkpat Enin,Akwa Ibom,36,7.74553,122239.9178,336.4116821,363.3640747,2.9450281,0,636.9291878811849,9654.623001660419,0.0,2025.0
Mkpat Enin,Akwa Ibom,36,7.74553,122239.9178,336.4116821,363.3640747,2.9450281,0,636.9291878811849,9654.623001660419,0.0,2024.0
Mkpat Enin,Akwa Ibom,36,7.74553,122239.9178,336.4116821,363.3640747,2.9450281,0,636.9291878811849,9654.623001660419,0.0,2023.0
Mkpat Enin,Akwa Ibom,36,7.74553,122239.9178,336.4116821,363.3640747,2.9450281,0,636.9291878811849,9654.623001660419,0.0,2022.0
Mkpat Enin,Akwa Ibom,36,7.74553,122239.9178,336.4116821,363.3640747,2.9450281,0,636.9291878811849,9654.623001660419,0.0,2021.0
Owan West,Edo,44,5.93679,113152.2059,731.4390259,154.6980743,3.8885677,3,3195.7112517781593,8863.135041127925,0.0,2025.0
Owan West,Edo,44,5.93679,113152.2059,731.4390259,154.6980743,3.8885677,3,3195.7112517781593,8863.135041127925,0.0,2024.0
Owan West,Edo,44,5.93679,113152.2059,731.4390259,154.6980743,3.8885677,3,3195.7112517781593,8863.135041127925,0.0,2023.0
Owan West,Edo,44,5.93679,113152.2059,731.4390259,154.6980743,3.8885677,3,3195.7112517781593,8863.135041127925,0.0,2022.0
Owan West,Edo,44,5.93679,113152.2059,731.4390259,154.6980743,3.8885677,3,3195.7112517781593,8863.135041127925,0.0,2021.0
Kaga,Borno,18,12.2623799999,116623.5668,3651.226563,31.9409294,1.5434273,18,2390.396464860901,26230.96465210455,0.0,2025.0
Kaga,Borno,18,12.2623799999,116623.5668,3651.226563,31.9409294,1.5434273,18,2390.396464860901,26230.96465210455,0.0,2024.0
Kaga,Borno,18,12.2623799999,116623.5668,3651.226563,31.9409294,1.5434273,18,2390.396464860901,26230.96465210455,0.0,2023.0
Kaga,Borno,18,12.2623799999,116623.5668,3651.226563,31.9409294,1.5434273,18,2390.396464860901,26230.96465210455,0.0,2022.0
Kaga,Borno,18,12.2623799999,116623.5668,3651.226563,31.9409294,1.5434273,18,2390.396464860901,26230.96465210455,0.0,2021.0
Karim Lamido,Taraba,157,10.98043,343373.9646,6091.915527,56.3655167,4.5722742,72,1028.885573439064,2827.3456133453305,0.0,2025.0
Karim Lamido,Taraba,157,10.98043,343373.9646,6091.915527,56.3655167,4.5722742,72,1028.885573439064,2827.3456133453305,0.0,2024.0
Karim Lamido,Taraba,157,10.98043,343373.9646,6091.915527,56.3655167,4.5722742,72,1028.885573439064,2827.3456133453305,0.0,2023.0
Karim Lamido,Taraba,157,10.98043,343373.9646,6091.915527,56.3655167,4.5722742,72,1028.885573439064,2827.3456133453305,0.0,2022.0
Karim Lamido,Taraba,157,10.98043,343373.9646,6091.915527,56.3655167,4.5722742,72,1028.885573439064,2827.3456133453305,0.0,2021.0
Kukawa,Borno,14,13.8212600001,85386.56145999998,4841.629395,17.6359138,1.6396023,74,11112.962075332647,6952.616788225906,0.0,2025.0
Kukawa,Borno,14,13.8212600001,85386.56145999998,4841.629395,17.6359138,1.6396023,74,11112.962075332647,6952.616788225906,0.0,2024.0
Kukawa,Borno,14,13.8212600001,85386.56145999998,4841.629395,17.6359138,1.6396023,74,11112.962075332647,6952.616788225906,0.0,2023.0
Kukawa,Borno,14,13.8212600001,85386.56145999998,4841.629395,17.6359138,1.6396023,74,11112.962075332647,6952.616788225906,0.0,2022.0
Kukawa,Borno,14,13.8212600001,85386.56145999998,4841.629395,17.6359138,1.6396023,74,11112.962075332647,6952.616788225906,0.0,2021.0
Gombi,Adamawa,70,12.65473,290857.9657,2311.768311,125.8162231,2.406673,11,4928.924131521496,962.6243181073492,0.0,2025.0
Gombi,Adamawa,70,12.65473,290857.9657,2311.768311,125.8162231,2.406673,11,4928.924131521496,962.6243181073492,0.0,2024.0
Gombi,Adamawa,70,12.65473,290857.9657,2311.768311,125.8162231,2.406673,11,4928.924131521496,962.6243181073492,0.0,2023.0
Gombi,Adamawa,70,12.65473,290857.9657,2311.768311,125.8162231,2.406673,11,4928.924131521496,962.6243181073492,0.0,2022.0
Gombi,Adamawa,70,12.65473,290857.9657,2311.768311,125.8162231,2.406673,11,4928.924131521496,962.6243181073492,0.0,2021.0
Guyuk,Adamawa,70,11.87296,251727.2952,764.581604,329.2353516,2.780787,0,1511.3148508748875,2276.12113690064,0.0,2025.0
Guyuk,Adamawa,70,11.87296,251727.2952,764.581604,329.2353516,2.780787,0,1511.3148508748875,2276.12113690064,0.0,2024.0
Guyuk,Adamawa,70,11.87296,251727.2952,764.581604,329.2353516,2.780787,0,1511.3148508748875,2276.12113690064,0.0,2023.0
Guyuk,Adamawa,70,11.87296,251727.2952,764.581604,329.2353516,2.780787,0,1511.3148508748875,2276.12113690064,0.0,2022.0
Guyuk,Adamawa,70,11.87296,251727.2952,764.581604,329.2353516,2.780787,0,1511.3148508748875,2276.12113690064,0.0,2021.0
Tudun Wada,Kano,37,8.305813333,435538.3642,1084.232788,401.7019043,0.8495233,17,2540.4220926166654,7912.527306786337,0.0,2025.0
Tudun Wada,Kano,37,8.305813333,435538.3642,1084.232788,401.7019043,0.8495233,17,2540.4220926166654,7912.527306786337,0.0,2024.0
Tudun Wada,Kano,37,8.305813333,435538.3642,1084.232788,401.7019043,0.8495233,17,2540.4220926166654,7912.527306786337,0.0,2023.0
Tudun Wada,Kano,37,8.305813333,435538.3642,1084.232788,401.7019043,0.8495233,17,2540.4220926166654,7912.527306786337,0.0,2022.0
Tudun Wada,Kano,37,8.305813333,435538.3642,1084.232788,401.7019043,0.8495233,17,2540.4220926166654,7912.527306786337,0.0,2021.0
Saki West,Oyo,114,3.3919984,350561.6861,2060.273438,170.1529846,3.251924,1,6148.354754578088,17125.620944031365,0.0,2025.0
Saki West,Oyo,114,3.3919984,350561.6861,2060.273438,170.1529846,3.251924,1,6148.354754578088,17125.620944031365,0.0,2024.0
Saki West,Oyo,114,3.3919984,350561.6861,2060.273438,170.1529846,3.251924,1,6148.354754578088,17125.620944031365,0.0,2023.0
Saki West,Oyo,114,3.3919984,350561.6861,2060.273438,170.1529846,3.251924,1,6148.354754578088,17125.620944031365,0.0,2022.0
Saki West,Oyo,114,3.3919984,350561.6861,2060.273438,170.1529846,3.251924,1,6148.354754578088,17125.620944031365,0.0,2021.0
Toungo,Adamawa,54,11.97167969,101975.0274,5646.494141,18.0598831,5.295414,8,3843.6601831896783,2899.7042875061934,0.0,2025.0
Toungo,Adamawa,54,11.97167969,101975.0274,5646.494141,18.0598831,5.295414,8,3843.6601831896783,2899.7042875061934,0.0,2024.0
Toungo,Adamawa,54,11.97167969,101975.0274,5646.494141,18.0598831,5.295414,8,3843.6601831896783,2899.7042875061934,0.0,2023.0
Toungo,Adamawa,54,11.97167969,101975.0274,5646.494141,18.0598831,5.295414,8,3843.6601831896783,2899.7042875061934,0.0,2022.0
Toungo,Adamawa,54,11.97167969,101975.0274,5646.494141,18.0598831,5.295414,8,3843.6601831896783,2899.7042875061934,0.0,2021.0
Abua/Odual,Rivers,33,6.650138333,126874.2306,640.2314453,198.1693268,2.601001,11,5995.648906997005,610.4349541024983,0.0,2025.0
Abua/Odual,Rivers,33,6.650138333,126874.2306,640.2314453,198.1693268,2.601001,11,5995.648906997005,610.4349541024983,0.0,2024.0
Abua/Odual,Rivers,33,6.650138333,126874.2306,640.2314453,198.1693268,2.601001,11,5995.648906997005,610.4349541024983,0.0,2023.0
Abua/Odual,Rivers,33,6.650138333,126874.2306,640.2314453,198.1693268,2.601001,11,5995.648906997005,610.4349541024983,0.0,2022.0
Abua/Odual,Rivers,33,6.650138333,126874.2306,640.2314453,198.1693268,2.601001,11,5995.648906997005,610.4349541024983,0.0,2021.0
Bungudu,Zamfara,97,6.665527344,396967.6153,2077.536377,191.0761261,2.4435244,31,2250.297488835868,435.4253910584196,0.0,2025.0
Bungudu,Zamfara,97,6.665527344,396967.6153,2077.536377,191.0761261,2.4435244,31,2250.297488835868,435.4253910584196,0.0,2024.0
Bungudu,Zamfara,97,6.665527344,396967.6153,2077.536377,191.0761261,2.4435244,31,2250.297488835868,435.4253910584196,192.0,2023.0
Bungudu,Zamfara,97,6.665527344,396967.6153,2077.536377,191.0761261,2.4435244,31,2250.297488835868,435.4253910584196,0.0,2023.0
Bungudu,Zamfara,97,6.665527344,396967.6153,2077.536377,191.0761261,2.4435244,31,2250.297488835868,435.4253910584196,0.0,2021.0
Shani,Borno,43,11.9627560003,285029.2587,1211.547119,235.2605591,1.508617,7,2058.564063364036,616.8087102122328,0.0,2025.0
Shani,Borno,43,11.9627560003,285029.2587,1211.547119,235.2605591,1.508617,7,2058.564063364036,616.8087102122328,0.0,2024.0
Shani,Borno,43,11.9627560003,285029.2587,1211.547119,235.2605591,1.508617,7,2058.564063364036,616.8087102122328,0.0,2023.0
Shani,Borno,43,11.9627560003,285029.2587,1211.547119,235.2605591,1.508617,7,2058.564063364036,616.8087102122328,0.0,2022.0
Shani,Borno,43,11.9627560003,285029.2587,1211.547119,235.2605591,1.508617,7,2058.564063364036,616.8087102122328,0.0,2021.0
Shagari,Sokoto,40,4.93538199956,153089.489,1370.541016,111.7000427,2.6128509,3,5544.601460661641,10707.735900899062,0.0,2025.0
Shagari,Sokoto,40,4.93538199956,153089.489,1370.541016,111.7000427,2.6128509,3,5544.601460661641,10707.735900899062,0.0,2024.0
Shagari,Sokoto,40,4.93538199956,153089.489,1370.541016,111.7000427,2.6128509,3,5544.601460661641,10707.735900899062,0.0,2023.0
Shagari,Sokoto,40,4.93538199956,153089.489,1370.541016,111.7000427,2.6128509,3,5544.601460661641,10707.735900899062,0.0,2022.0
Shagari,Sokoto,40,4.93538199956,153089.489,1370.541016,111.7000427,2.6128509,3,5544.601460661641,10707.735900899062,0.0,2021.0
Yunusari,Yobe,43,12.09044,292431.4344,3719.110107,78.6294098,1.4704301,108,3013.3312905567814,9671.174220098988,0.0,2025.0
Yunusari,Yobe,43,12.09044,292431.4344,3719.110107,78.6294098,1.4704301,108,3013.3312905567814,9671.174220098988,0.0,2024.0
Yunusari,Yobe,43,12.09044,292431.4344,3719.110107,78.6294098,1.4704301,108,3013.3312905567814,9671.174220098988,0.0,2023.0
Yunusari,Yobe,43,12.09044,292431.4344,3719.110107,78.6294098,1.4704301,108,3013.3312905567814,9671.174220098988,0.0,2022.0
Yunusari,Yobe,43,12.09044,292431.4344,3719.110107,78.6294098,1.4704301,108,3013.3312905567814,9671.174220098988,0.0,2021.0
Ganye,Adamawa,81,11.96737,310190.1724,2095.221436,148.0464935,2.6113012,2,702.7754644236965,3722.496015206541,0.0,2025.0
Ganye,Adamawa,81,11.96737,310190.1724,2095.221436,148.0464935,2.6113012,2,702.7754644236965,3722.496015206541,0.0,2024.0
Ganye,Adamawa,81,11.96737,310190.1724,2095.221436,148.0464935,2.6113012,2,702.7754644236965,3722.496015206541,0.0,2023.0
Ganye,Adamawa,81,11.96737,310190.1724,2095.221436,148.0464935,2.6113012,2,702.7754644236965,3722.496015206541,0.0,2022.0
Ganye,Adamawa,81,11.96737,310190.1724,2095.221436,148.0464935,2.6113012,2,702.7754644236965,3722.496015206541,0.0,2021.0
Jada,Adamawa,84,12.01289,315352.8397,3583.24585,88.0075912,2.6636829,1,8430.261442763682,7070.351879342819,0.0,2025.0
Jada,Adamawa,84,12.01289,315352.8397,3583.24585,88.0075912,2.6636829,1,8430.261442763682,7070.351879342819,0.0,2024.0
Jada,Adamawa,84,12.01289,315352.8397,3583.24585,88.0075912,2.6636829,1,8430.261442763682,7070.351879342819,0.0,2023.0
Jada,Adamawa,84,12.01289,315352.8397,3583.24585,88.0075912,2.6636829,1,8430.261442763682,7070.351879342819,0.0,2022.0
Jada,Adamawa,84,12.01289,315352.8397,3583.24585,88.0075912,2.6636829,1,8430.261442763682,7070.351879342819,0.0,2021.0
Bali,Taraba,107,11.05212402,398513.2472,9716.213867,41.0152817,2.6849797,23,1231.51307706774,475.6903735598956,0.0,2025.0
Bali,Taraba,107,11.05212402,398513.2472,9716.213867,41.0152817,2.6849797,23,1231.51307706774,475.6903735598956,0.0,2024.0
Bali,Taraba,107,11.05212402,398513.2472,9716.213867,41.0152817,2.6849797,23,1231.51307706774,475.6903735598956,0.0,2023.0
Bali,Taraba,107,11.05212402,398513.2472,9716.213867,41.0152817,2.6849797,23,1231.51307706774,475.6903735598956,424.0,2022.0
Bali,Taraba,107,11.05212402,398513.2472,9716.213867,41.0152817,2.6849797,23,1231.51307706774,475.6903735598956,0.0,2022.0
Shelleng,Adamawa,59,11.99085,248189.2092,1380.811523,179.7415466,2.3772185,2,2567.8877641329245,979.6259044523309,0.0,2025.0
