lganame,statename,num_health_facilities,longitude,population,lgaarea,popdensity,Facilities_per_10k_people,water_per_lga,NEAR_DIST_Health,NEAR_DIST_Water
Ikot Abasi,Akwa Ibom,36,7.627846667000000,133576.749699999985751,279.0030823,478.7644348,2.6950798,5,2348.918666774003668,293.573492299582426
Maiduguri,Borno,73,13.121940000000000,1103203.631000000052154,105.4944305,10457.45898,0.6617092,11,301.608893691528806,1442.182960941494457
Gujba,Yobe,24,12.004516600000001,265787.538500000024214,3342.63501,79.5143738,0.9029769,1,12701.550297011124712,13331.552724339762790
Esan North-East,Edo,36,6.318830328600000,369234.684499999973923,345.2844238,1069.363892,0.9749897,0,913.569928160659401,7805.803647777294827
Tafawa-Balewa,Bauchi,85,9.157656990000000,336340.615700000023935,2450.826172,137.235611,2.5272,13,4114.140844629484491,5033.423047412347842
Nangere,Yobe,59,11.074713330000000,263767.507299999997485,1146.81189,230.0006714,2.2368183,136,2636.381624193727021,581.056124282244923
Ika,Akwa Ibom,23,7.518980000000000,63587.927329999998619,111.4317627,570.6445312,3.6170387,0,452.911949314612457,7964.486148506236532
Dambam,Bauchi,48,10.698202060000000,232821.842700000008335,1177.252441,197.7671356,2.0616622,1,1222.933728009140395,17796.776704377294664
Ganjuwa,Bauchi,100,9.846488000000001,768482.781700000050478,5439.532227,141.277359,1.3012654,4,6562.637442938357708,1097.056763998644783
Nganzai,Borno,11,13.214189999600000,86859.121140000002924,2118.484863,41.0005875,1.2664186,36,2453.620530269904975,6405.871835252897654
Ahoada West,Rivers,26,6.469909668000000,158939.795500000007451,434.7330933,365.6031799,1.6358396,63,2177.921605842469944,2389.145889083146358
Song,Adamawa,86,12.610931400000000,381421.798599999980070,4202.068848,90.7700043,2.2547216,0,221.222920408544695,946.067075600948328
Oshimili North,Delta,30,6.653503418000000,342861.044300000008661,509.0479736,673.5338745,0.87499,29,1609.166963917105932,5698.610097360573491
Gokana,Rivers,28,7.305435000000000,186565.601099999999860,132.030304,1413.051392,1.5008125,132,240.734253562923016,1472.560652947217704
Bukkuyum,Zamfara,45,5.346546667000000,181390.702300000004470,3752.098389,48.3438034,2.4808328,58,8090.136890201460119,7954.433086896488021
Damaturu,Yobe,34,11.966308590000001,421155.363499999977648,2377.500244,177.1420898,0.807303,95,6504.150803827881646,10362.774516680165107
Geidam,Yobe,37,11.801831699999999,292653.597000000008848,3926.277344,74.5371704,1.2642933,220,10437.845192529790438,21427.568061674541241
Tarmuwa,Yobe,23,11.819702149999999,147478.134300000005169,3983.69458,37.020443,1.5595533,176,7764.819693410076070,28861.180959784251172
Madagali,Adamawa,55,13.438400000000000,245470.830900000000838,957.4396362,256.3825684,2.240592,2,4547.333798738664882,2375.046499378922817
Michika,Adamawa,94,13.423069999999999,262407.820499999972526,822.2540283,319.1322937,3.5822103,4,1439.168047860851175,1098.410792934953406
Mubi North,Adamawa,77,13.238281250000000,292263.705200000025798,826.133728,353.7728882,2.6346071,2,2286.207634315699124,444.127225712548750
Owan East,Edo,55,6.023520000000000,148664.526099999988219,1239.124878,119.9754181,3.6996047,3,2210.880907393713187,14715.823151560143742
Hong,Adamawa,99,12.985473630000000,304189.898600000014994,2587.653809,117.5543289,3.2545459,9,3054.846454611259105,8668.540681783713808
Nassarawa,Kano,76,8.560477999640000,920829.798900000052527,48.7177429,18901.32227,0.8253425,4,440.040367073482287,1480.144450308127489
Sabuwa,Katsina,55,7.142571667000000,188185.199200000002747,845.2597046,222.6359558,2.9226527,1,2713.726305426444924,10182.485267294128789
Ohaozara,Ebonyi,71,7.835231667000000,120586.669800000003306,293.7229309,410.5456543,5.8878813,0,628.749147326300204,4775.680404575537068
Kaura Namoda,Zamfara,83,6.656090000000000,300902.734799999976531,911.7138672,330.0407715,2.7583663,5,743.270018179025669,2057.778553562412071
Dutsi,Katsina,53,8.120301667000000,222340.420400000002701,370.0497742,600.8392334,2.3837321,1,549.925165767336239,3493.969592398313580
Kabo,Kano,41,8.207114000000001,289657.743499999982305,349.9253235,827.7701416,1.4154636,3,941.765304679917676,5437.793964703329038
Dandume,Katsina,67,7.234312300000000,286217.702700000023469,524.3156738,545.8881226,2.3408754,1,2175.043186567007069,25660.685159512038808
Dawakin Tofa,Kano,82,8.394779000000000,477272.476599999994505,404.5256653,1179.832398,1.7180961,1,1134.192956986809122,9955.080695595041107
Gezawa,Kano,36,8.743630000000000,623015.751399999950081,378.4526367,1646.218506,0.5778345,36,1343.811451402077410,7438.047740640155098
Bodinga,Sokoto,37,5.099995000000000,215793.505200000014156,694.1456299,310.8764038,1.7146021,1,451.540936326309577,12671.921582391934862
Zurmi,Zamfara,70,6.462750000000000,249045.008100000006380,2512.342773,99.1285934,2.8107369,3,1600.041227414114701,4645.262976317088032
Warawa,Kano,21,8.659205000000000,257928.888700000010431,322.5446472,799.6688232,0.8141779,0,1050.203314922596974,1083.399338565383232
Tangaza,Sokoto,42,4.987475999960000,140855.711799999990035,2318.746582,60.7464867,2.9817748,2,1858.553949456244254,10328.864085735991466
Maigatari,Jigawa,23,9.503011500000000,190945.250399999989895,1000.279297,190.8919373,1.2045338,13,6782.490861277331533,47428.081365893740440
Danja,Katsina,63,7.697482500000000,296343.987000000022817,504.67276,587.2002563,2.1259079,0,907.206989843633096,12154.547559890288539
Fagge,Kano,70,8.526300000000001,371072.568099999974947,35.2706451,10520.71973,1.8864235,2,376.838063059642650,1297.117457456810371
Jibia,Katsina,62,7.384310000000000,274059.911699999996927,1064.346436,257.491272,2.262279,56,673.628100283231333,1241.814533461341853
Eleme,Rivers,20,7.123697060000000,309962.826999999990221,135.9451599,2280.057861,0.6452386,19,1253.590628554980867,312.796051990538672
Bebeji,Kano,35,8.310408000000001,424937.340199999976903,718.6480103,591.3010864,0.8236508,2,2840.180788155757909,2507.410672302110925
Rano,Kano,23,8.526887000000000,310382.415700000012293,482.6082153,643.135376,0.7410213,4,3898.730418177718548,8587.539248368695553
Tarauni,Kano,49,8.552165000000000,391002.188100000028498,23.1580372,16884.08203,1.2531899,9,98.818165239257965,3633.058614350531570
Etinan,Akwa Ibom,29,7.832455451750000,83153.196800000005169,189.1682434,439.5726929,3.4875388,0,925.018009675027770,964.288835053895582
Yewa South,Ogun,69,3.021078300000000,461242.841499999980442,740.430542,622.9387207,1.4959582,2,2085.919382881772435,19726.308575459377607
Argungu,Kebbi,58,4.538569999950000,209546.280800000007730,1041.969116,201.1060333,2.767885,0,2515.667608236152319,1781.693497673579259
Kiru,Kano,40,8.138620000000000,485064.810100000002421,937.1413574,517.6004639,0.824632,23,952.277442138170727,1425.518757399384413
Batagarawa,Katsina,87,7.506511667000000,346678.524199999985285,556.1263428,623.3808594,2.5095296,9,2406.994616548911381,2313.501204363094530
Bomadi,Delta,21,5.830078125000000,181063.829100000002654,207.4508972,872.8032837,1.159812,2,1766.172792517938433,54.835480667053417
Kwaya Kusar,Borno,34,11.777004566400000,158091.096799999999348,795.1700439,198.8141937,2.1506588,1,2981.034418533150983,959.918628369456769
Igbo-Etiti,Enugu,78,7.318298340000000,213362.725600000005215,354.7295227,601.4800415,3.6557462,1,928.495442047627421,9079.457736235759512
Doguwa,Kano,34,8.760681152000000,235341.232300000003306,1399.261231,168.1896362,1.4447107,21,3391.793194233559461,727.278148958415727
Bade,Yobe,31,11.098693850000000,261693.491700000013225,1121.78125,233.2838898,1.1845919,86,4356.018735873665719,2044.091323442285557
Itu,Akwa Ibom,22,8.015627329999999,173480.157100000011269,195.3454132,888.0687256,1.2681565,1,1308.354583023933401,6007.440789924815363
Bama,Borno,40,13.688382000000001,199920.694500000012340,3902.072022,51.2344971,2.0007935,56,2959.563232385316496,3625.925365833672458
Gada,Sokoto,50,5.782456000000000,317852.042699999990873,1414.27063,224.7462616,1.573059,5,2173.821359785723416,9132.619357663741539
Gusau,Zamfara,108,6.940931667000000,581817.807999999960884,2029.607422,286.6651917,1.8562512,71,3494.303361457191841,7.445095158655937
Lagos Mainland,Lagos,105,3.391438333000000,269905.384000000020023,20.1810417,13374.20508,3.8902521,3,210.634662384983102,21.104135704018958
Kaita,Katsina,58,7.699466520000000,261045.804399999993620,774.1715698,337.1937256,2.2218323,40,1971.480741174621016,6740.941457362234360
Minjibir,Kano,31,8.510459000000001,475894.844400000001770,385.6940918,1233.866089,0.6514044,0,1406.384439446413126,7051.094920807223389
Ini,Akwa Ibom,26,7.763150000000000,95885.700349999999162,422.5177612,226.938858,2.7115617,0,2270.513267829588585,2212.835592819063095
Talata Mafara,Zamfara,65,6.131103516000000,207844.617300000012619,1537.039063,135.2240295,3.1273363,0,2183.196162604274832,11241.880503569062057
Gwandu,Kebbi,60,4.573076667000000,165923.657899999991059,1010.490051,164.2011719,3.6161208,4,1777.408533690168269,5854.517969232370888
Birnin Magaji-Kiyaw,Zamfara,52,6.850250000000000,190200.941599999991013,1234.351929,154.0897217,2.7339506,14,2145.219890809572462,2121.028632755572744
Shanono,Kano,32,8.097110000000001,292302.179300000017975,457.0076294,639.6002197,1.0947574,4,2874.505831268020756,1356.673205873926236
Rogo,Kano,33,7.831144000100000,388574.261200000008103,801.8405151,484.6029358,0.8492585,9,2182.589218933298071,1801.383262244196430
Batsari,Katsina,87,7.192865000000000,259864.440600000001723,1101.86731,235.8400421,3.3478994,5,1572.973712569137888,2504.882162802985931
Eket,Akwa Ibom,57,7.924220000000000,256972.630100000009406,188.860611,1360.647095,2.2181351,3,208.053652347520142,2113.657502297172869
Okobo,Akwa Ibom,22,8.094351667000000,78328.040750000000116,303.49823,258.0840149,2.8087003,0,693.771767567376742,5767.311180513834188
Kano Municipal,Kano,35,8.516560000000000,319552.224600000015926,14.9049368,21439.35547,1.0952827,14,48.902317966201899,1793.822824208104976
Bursari,Yobe,41,11.585487590000000,230779.872000000003027,3640.3396,63.3951492,1.7765847,39,6312.522687511524964,10556.183503446936811
Maiyama,Kebbi,51,4.430114746000000,171772.956399999995483,1269.964356,135.2580872,2.9690354,1,3163.949089198004913,1169.423384343016096
Lagos Island,Lagos,73,3.392398333000000,57027.289850000001024,5.0482259,11296.50098,12.800889,6,179.049411242026252,439.237517671102069
Madobi,Kano,26,8.393390000000000,284081.747700000007171,270.5058289,1050.187134,0.9152295,1,1917.726161903613047,4493.626229396595591
Miga,Jigawa,26,9.591126200000000,207149.967299999989336,546.4735718,379.0667725,1.2551293,0,2584.187240740652669,3030.746227218557124
Rimi,Katsina,69,7.692320000000000,306836.208099999988917,463.8837891,661.4506226,2.2487569,30,1569.999729623602661,1380.857260912096308
Gabasawa,Kano,32,8.854395000000000,378924.773500000010245,593.5326538,638.4227905,0.8444948,0,1334.403517793506126,15218.913335032393661
Aleiro,Kebbi,34,4.499505000400000,65949.340370000005350,268.6706848,245.465332,5.1554723,0,2426.480554409205524,10645.939040957428006
Ungogo,Kano,64,8.631619999980000,1342727.274999999906868,214.5082397,6259.560547,0.4766418,21,371.875961174274721,3799.929063991383373
Tambuwal,Sokoto,58,4.823844999780000,223851.496799999993527,1844.106934,121.3874817,2.5910034,13,3495.486691811255241,12646.760376543890743
Jega,Kebbi,55,4.360570000000000,204491.680200000002515,1024.249146,199.6503296,2.6895959,0,4874.664676068321569,1885.085023219755612
Katsina,Katsina,86,7.607256667000000,685423.572399999946356,133.8106842,5122.338379,1.2546986,6,1497.405359152985739,2429.851949586026421
Dawakin Kudu,Kano,32,8.596330000000000,565274.739799999981187,423.5843506,1334.503418,0.5660964,14,3087.513304495914326,6690.828798667420415
Arewa Dandi,Kebbi,83,4.163396000030000,200396.925599999987753,4180.007813,47.9417572,4.1417799,8,3937.298544700839102,29648.387590499132784
Etim Ekpo,Akwa Ibom,23,7.653306268000000,118328.297699999995530,198.7639008,595.3208618,1.9437447,0,1065.506984925328652,3476.159049525249429
Albasu,Kano,35,9.299682617000000,326189.096900000004098,501.769928,650.0770264,1.0729972,1,1542.416681186806727,12541.174092549039415
Marte,Borno,17,13.864939999800001,30137.005410000001575,2099.09082,14.3571711,5.6409054,43,4532.391121361631122,8118.314558974923784
Kumbotso,Kano,56,8.611176000090000,1280768.549000000115484,186.7036133,6859.902344,0.4372375,63,814.997364486978768,2018.790829596360027
Kazaure,Jigawa,26,8.413819000000000,295173.278999999980442,400.7559509,736.5411987,0.8808385,1,1243.733806787581216,15326.873468141433477
Malumfashi,Katsina,82,7.516598800000000,418053.040500000002794,890.0861816,469.6770325,1.9614736,4,2126.863743882005565,3202.934791701291942
Udi,Enugu,106,7.415620000000000,455987.739400000020396,659.1032715,691.8305054,2.3246238,0,2181.960430183672543,7810.730486413206563
Dutse,Jigawa,60,9.230389440000000,562536.732700000051409,1088.868408,516.625061,1.066597,13,2908.808012146469991,7662.130717012908462
Gwaram,Jigawa,75,9.896777459999999,496510.452500000013970,1891.793335,262.4549255,1.5105423,2,2670.980367939907410,16232.469388216622974
Zangon Kataf,Kaduna,66,8.372925000000000,512352.108400000026450,2579.011963,198.6621704,1.2881767,0,4168.298260546574966,6079.420639831544577
Kiyawa,Jigawa,43,9.564492700000001,365153.046499999996740,1006.627075,362.7490845,1.1775885,3,1239.965941318356272,12500.556719483987763
Zaki,Bauchi,67,10.667400000000001,430009.407599999976810,2042.331177,210.5483246,1.5581055,15,3933.459427864238023,1971.240127424818411
Opobo/Nkoro,Rivers,8,7.541320801000000,30822.887940000000526,99.3802872,310.1509094,2.5954738,31,487.727239023080074,50.000299346669799
Shira,Bauchi,65,10.034360449999999,374231.690400000021327,1303.417847,287.1156616,1.7368919,7,2622.270747926402237,8287.864991851918603
Dass,Bauchi,46,9.518718117000001,107870.948900000003050,679.345459,158.7865906,4.2643547,1,1780.452246766802318,2343.926989421115195
Enugu North,Enugu,154,7.496220000000000,281541.715800000005402,59.1698875,4758.192383,5.469882,4,322.146396804231586,140.797798713750552
Buji,Jigawa,29,9.706367800000001,179794.820999999996275,607.3834229,296.0153503,1.6129497,1,1621.390734424743641,9325.029992993804626
Ukanafun,Akwa Ibom,35,7.718501667000000,121945.330300000001444,245.5272522,496.6671753,2.8701386,0,1428.312320295109885,8219.325740281095932
Agaie,Niger,77,6.482116699000000,235267.325099999987287,2023.786377,116.2510681,3.2728727,26,4297.023908045980534,810.502985082375631
Bagwai,Kano,52,8.189806000000001,346838.863399999972899,425.841217,814.4793091,1.4992553,7,182.689103226247340,2442.048494273507458
Kajuru,Kaduna,48,7.903290000000000,161716.308400000008987,2229.201172,72.5445099,2.9681609,4,2385.729598365482616,10180.944846491356657
Katcha,Niger,92,6.304995000000000,274304.741199999989476,1671.323608,164.1242523,3.353934,55,1355.742541171951643,939.295768190558647
Kafur,Katsina,81,7.548706000000000,399682.990700000023935,980.1477051,407.7783203,2.0266061,4,1061.399323757535285,291.402037696400896
Wasagu-Danko,Kebbi,97,5.177777000260000,346489.189899999997579,4017.234619,86.2506714,2.7995102,9,2506.889966061320592,8897.280188723618267
Bida,Niger,100,5.914249000000000,450051.812299999990501,695.1975708,647.3725586,2.2219665,6,2367.868526783628568,3414.542311195853927
Kirfi,Bauchi,51,10.403602120000000,273944.077500000013970,2066.521484,132.5628967,1.8616939,10,8926.739593524987868,10978.646691161839044
Dandi,Kebbi,39,3.934790000000000,134121.878800000005867,1927.825928,69.5715714,2.9078031,18,5181.531697934748991,6100.575591958307086
Bagudu,Kebbi,63,4.230939200000000,346785.092699999979232,5577.014648,62.1811333,1.8166871,18,7609.523922178791508,9869.986467194525176
Kankara,Katsina,105,7.415988333000000,363890.876199999998789,1260.319214,288.729126,2.8854804,3,2700.636338010606323,7027.440531085915609
Itas/Gadau,Bauchi,62,9.943695760000001,366464.930099999997765,1622.313355,225.8903503,1.6918399,12,861.727514079432240,2828.232182745467526
Apapa,Lagos,54,3.341668333000000,158643.749099999986356,37.4001503,4241.794434,3.4038529,9,506.789971084402623,143.763224104207097
Ondo East,Ondo,17,4.973693848000000,66501.509160000001430,318.1060181,209.0545502,2.5563331,0,4138.421196371392398,5313.223111873794551
Warji,Bauchi,48,9.832371920000000,136152.189000000013039,602.6397705,225.9263306,3.5254667,0,2024.173985278579494,4263.762055773275279
Katagum,Bauchi,64,10.106093430000000,604337.125200000009499,1395.323364,433.1161804,1.0590116,4,4934.703808668115926,12126.435937039523196
Mani,Katsina,69,8.051000000000000,368746.854300000006333,671.3179932,549.2879028,1.8712023,6,844.025019011985705,11880.971042241089890
Sanga,Kaduna,97,8.181805199999999,249090.696900000009919,1820.506348,136.8249512,3.8941638,28,3850.845566159947793,4871.202911126664731
Bogoro,Bauchi,42,9.503762880000000,89466.129449999993085,834.5095825,107.2080307,4.6945138,1,2459.389854250119697,7169.375971684718024
Fika,Yobe,61,11.227826900000000,373707.893500000005588,2852.115234,131.0283356,1.632291,10,1599.812896785276280,26264.012923319634865
Kuje,Fct,82,7.118460000000000,270028.382700000016484,1887.552612,143.0574036,3.0367179,0,2135.207292158629116,4214.485656352316255
Sule Tankarkar,Jigawa,30,9.124941500000000,306069.468899999978021,1268.4375,241.2964478,0.9801697,6,2051.310374695015071,51146.809063958549814
Ibadan North East,Oyo,104,3.905003333000000,260565.331700000009732,18.4064388,14156.20508,3.9913216,2,310.839227958826655,90.328213363029207
Bindawa,Katsina,77,7.909786667000000,248001.371899999998277,498.705658,497.2900696,3.1048214,5,1806.517120696825486,12866.193654322652947
Ilorin South,Kwara,87,4.596496582000000,580656.032899999991059,285.3674316,2034.766357,1.4983053,0,1013.606257442143374,1803.201561551971281
Gamawa,Bauchi,57,10.746499999999999,464253.788999999989755,2857.458496,162.470871,1.2277768,12,3626.735861809308517,19383.670827417761757
Kafin Hausa,Jigawa,45,9.911679511850000,382850.758700000005774,1462.97937,261.6925354,1.1753927,0,4080.558233310137894,12572.793773558114481
Ado Odo/Ota,Ogun,271,3.223041667000000,3234546.365000000223517,852.6135864,3793.683838,0.83783,8,497.167353750669179,11258.254159738422459
Garko,Kano,21,8.800109862999999,345616.769499999994878,477.9902344,723.0623779,0.6076094,1,1076.391080033289199,13860.647372397579602
Kubau,Kaduna,73,8.237871667000000,533683.227300000027753,2363.115234,225.8388519,1.3678526,5,4270.226507640503769,5296.262414492490279
Wukari,Taraba,133,9.774108887000001,652498.800099999993108,4268.241211,152.8729858,2.0383179,5,3464.430883836798330,7665.708981396759555
Gwarzo,Kano,36,7.975697000000000,373403.147300000011455,452.6916199,824.8510132,0.9641054,13,1561.371304001155977,8966.672477061045356
Oyigbo,Rivers,54,7.244865000000000,325044.234699999971781,278.9618225,1165.192505,1.6613123,0,2702.864069393140653,3696.284473603757306
Ughelli South,Delta,53,5.941711426000000,366468.186600000015460,790.5425415,463.5654297,1.4462374,30,3580.664611769449039,2574.102512509557528
Fakai,Kebbi,57,4.851716999720000,128593.299799999993411,1912.283081,67.2459564,4.4325795,0,3545.134876443796657,11109.025397095592780
Kaugama,Jigawa,26,9.800743000350000,216341.862400000012713,829.7300415,260.7376404,1.2018017,0,5299.291855406536342,4858.913849933179335
Esan Central,Edo,37,6.174950000000000,155913.799200000008568,250.4829712,622.4526978,2.3731062,0,1728.750644983419534,16521.337801761441369
Goronyo,Sokoto,42,5.975380000000000,206232.515500000008615,2012.508911,102.4753265,2.0365362,8,6689.590663508934085,19412.870227297738893
Ibarapa East,Oyo,36,3.473005000000000,99642.977369999993243,753.4094238,132.256073,3.6128988,0,3110.443887140248535,195.921635698182911
Ikpoba-Okha,Edo,127,5.650695801000000,1135550.641999999992549,807.6452637,1406.001709,1.1184001,16,5599.178620082629095,7497.514633739780948
Awgu,Enugu,54,7.466888300000000,226342.386399999988498,420.7850647,537.9049683,2.385766,0,875.029051923970314,22921.111631016643514
Olorunsogo,Oyo,42,4.175116667000000,92098.314509999996517,1632.821899,56.4043846,4.5603442,2,3244.363026134079519,15560.035612606219729
Kabba/Bunu,Kogi,62,6.073244000000000,231476.915799999987939,2654.358643,87.2063446,2.6784527,0,16835.478908857763599,4851.556905381791694
Ningi,Bauchi,96,9.543270000000000,713899.795799999963492,4942.947754,144.427948,1.3447266,2,10905.212760669821364,2562.157290035419464
Kurmi,Taraba,58,10.679990000000000,148584.229099999996834,4486.982422,33.1145096,3.9035099,12,659.155034771847340,830.135524157844088
Bakori,Katsina,104,7.399795000000000,358745.969299999997020,736.5352783,487.0723572,2.8989873,0,1111.408695465200026,11332.248275033103710
Nsit Atai,Akwa Ibom,15,7.983890000000000,68606.679329999999027,149.2705841,459.612854,2.1863761,0,335.242310870470703,14587.259252514166292
Kankia,Katsina,68,7.784151667000000,292420.483599999977741,723.605835,404.1156921,2.3254185,0,2208.314242346387346,13187.073039259656070
Gagarawa,Jigawa,22,9.490038000240000,117916.422099999996135,568.9858398,207.2396393,1.8657283,1,2319.135058575093808,26624.535178638601792
Giade,Bauchi,45,10.211209510000000,295089.165299999993294,781.4254761,377.629303,1.5249628,0,2833.184044631723737,21527.218130146426120
Iguegben,Edo,31,6.232910156000000,115478.600099999996019,374.7954712,308.1109924,2.68448,0,1828.335417906915609,1554.747913322356453
Akure North,Ondo,61,5.253290000000000,383272.774800000013784,638.838623,599.9523926,1.5915558,2,579.794181394165662,8039.491340401724301
Khana,Rivers,39,7.434082031000000,377962.365600000019185,523.4257202,722.0936279,1.0318488,26,442.731381985782434,2045.572867758609618
Oruk Anam,Akwa Ibom,32,7.699523926000000,230764.505499999999302,537.7729492,429.1114197,1.386695,0,2295.212365938331459,11210.832370662226822
Misau,Bauchi,59,10.580311999999999,428540.189699999988079,988.9836426,433.3137207,1.376767,3,2265.279839679034467,11361.170928819410619
Kolokuma/Opokuma,Bayelsa,23,6.337220000000000,133589.809100000013132,357.008606,374.1921387,1.7216883,12,3397.006992501197601,1252.956420145132597
Karaye,Kano,30,7.946669333590000,240470.723700000002282,419.8569946,572.7443848,1.2475531,3,344.885307849788319,4223.968410493032025
Sagbama,Bayelsa,53,6.042060000000000,233276.293899999989662,951.3327637,245.2099915,2.2719839,50,1511.715742500953638,1221.827510257983477
Garki,Jigawa,30,9.091013000120000,342635.125500000023749,1385.886475,247.2317352,0.875567,0,2840.056690850001814,29759.778832665873779
Mai'Adua,Katsina,67,8.329531700000000,351011.774600000004284,633.6918945,553.9155273,1.9087678,0,1217.812578502099768,11162.719591233153551
Ezza North,Ebonyi,62,7.996050000000000,139517.651000000012573,380.2937317,366.8681335,4.443882,0,543.821448855673225,10828.249142749551538
Ibi,Taraba,49,9.692871093999999,166445.936799999995856,2664.756836,62.4619598,2.9438989,63,6094.564973933744113,174.871216070622012
Omala,Kogi,57,7.507332000000000,110676.859100000001490,1556.082398,71.1253204,5.1501279,4,4051.544969307829433,9815.812786823451461
Ile Oluji/Okeigbo,Ondo,105,4.910095215000000,515905.451300000015181,887.2907715,581.4389648,2.0352566,3,1236.189369247020977,11931.346113991197853
Baure,Katsina,64,8.840478100000000,331600.162100000015926,882.7209473,375.6568298,1.9300352,0,609.530107219806268,31380.709294158736157
Dutsin Ma,Katsina,64,7.459001667000000,333701.617399999988265,673.7321167,495.3031311,1.917881,3,1707.292904496272968,8234.999484047186343
Uhunmwonde,Edo,60,5.849410000000000,708847.159100000048056,2081.785889,340.4995422,0.8464448,8,2457.378122029412225,18102.198315749581525
Taura,Jigawa,28,9.287286000000000,287539.659099999989849,699.8513184,410.8582153,0.9737787,1,2197.985530321696388,8468.573175104258553
Ughelli North,Delta,73,5.988770000000000,791337.420200000051409,765.8120117,1033.331177,0.9224889,43,3403.330691320768437,2692.262856535080118
Orhionmwon,Edo,51,6.020390000000000,232770.757899999996880,2384.881836,97.6026382,2.1909969,8,2733.453679048127469,5983.230599798360345
Soba,Kaduna,70,7.841652200000000,516110.059300000022631,2040.218872,252.9679871,1.3562999,3,3637.202017971852001,7329.390725537629805
Karasuwa,Yobe,27,10.724184709999999,179477.699499999987893,1321.846314,135.7780457,1.5043652,12,5184.993905321571219,13634.352531309556070
Ondo West,Ondo,62,4.756713867000000,436370.955200000025798,809.9058838,538.7921753,1.4208095,0,2420.140649680254228,5736.469482872022127
Ika South,Delta,56,6.157287598000000,373392.646799999987707,414.618103,900.5700684,1.4997617,1,847.585903063954447,11957.704483554252874
Oye,Ekiti,43,5.341105000000000,200181.853700000006938,579.4221191,345.4853516,2.1480467,0,669.112798612040478,22308.989475855702040
Bichi,Kano,65,8.249065849999999,567703.665299999993294,721.7362061,786.5805664,1.1449635,2,2549.437197712615216,1111.701873555915881
Kwali,Fct,66,7.052090000000000,161799.466500000009546,1240.996216,130.3786926,4.0791235,0,1320.083104371577292,5761.667295753481085
Oyo West,Oyo,94,3.749266667000000,333852.558200000028592,504.9781189,661.1228027,2.8156142,67,3559.886650889434350,240.475025366819807
Kusada,Katsina,49,7.862068200000000,197567.812800000014249,437.2504272,451.8413391,2.4801612,20,2154.574980288673032,3128.335425725525965
Roni,Jigawa,28,8.167318399999999,188290.098800000007031,329.3722534,571.6635132,1.487067,5,2284.675442330884835,1072.407724223201740
Toro,Bauchi,163,9.009040000000001,798800.527600000030361,6704.919922,119.1364746,2.0405595,9,2912.482228863892942,1911.334327948756027
Akure South,Ondo,80,5.093505860000000,641909.848800000036135,260.4769287,2464.363525,1.2462809,11,1389.854549928023289,6527.824946364871721
Igabi,Kaduna,17,7.688338333000000,1347174.039000000106171,3221.641357,418.1638794,0.1261901,32,2990.056397341737011,5611.810101324366769
Okene,Kogi,77,6.242819296200000,143118.031300000002375,110.018074,1300.859253,5.3801746,0,1280.351844218748511,2424.187584470281308
Onitsha South,Anambra,72,6.777014200000000,70505.499739999999292,8.3565254,8437.178711,10.2119694,0,187.997422987508912,207.097846819288890
Agatu,Benue,68,7.766479492000000,93521.110090000001946,1065.23169,87.7941513,7.2710857,0,901.445169898963513,8045.836233132664347
Dala,Kano,36,8.506036999999999,453247.743399999977555,13.904603,32596.95703,0.7942676,8,393.901300489945186,121.311459661681369
Anka,Zamfara,61,6.235430000000000,102507.380000000004657,2580.583984,39.7225533,5.9507909,4,4600.376341223685813,11407.656640996694478
Tofa,Kano,35,8.297253000000000,218580.878200000006473,208.611557,1047.78894,1.601238,0,1407.311448103976772,4736.119950907510429
Ingawa,Katsina,65,8.080026699999999,292932.103699999977835,703.0108643,416.6821899,2.2189443,3,1971.553623434280553,7730.852536011962911
Uvwie,Delta,81,5.761474609000000,404374.836499999975786,83.3370743,4852.280273,2.0030921,3,171.511802351648271,2905.704513065862102
Idanre,Ondo,79,5.102722168000000,338495.188000000023749,1941.625,174.3360291,2.333859,0,2031.268157576053682,3730.702697030169020
Okpe,Delta,27,5.810485840000000,251658.203000000008615,434.4497375,579.2573242,1.0728837,4,2906.823126633169977,7403.165641384718583
Anambra West,Anambra,33,6.688635000000000,81723.429789999994682,589.4065552,138.6537476,4.0380096,244,2595.360339504324202,617.429378827016649
Mushin,Lagos,145,3.337230000000000,254072.586299999995390,17.0071716,14939.14355,5.7070303,1,229.779556057514668,973.968859521229888
Shagamu,Ogun,128,3.646216667000000,1218967.871000000042841,548.1640015,2223.728516,1.0500687,1,3363.543695360210677,6781.468996549656367
Biase,Cross River,67,8.097384999999999,90933.825020000003860,1272.109253,71.4827194,7.3679953,11,5153.319143963150054,5061.125667912860081
Gaya,Kano,36,9.024281000000000,429921.692700000014156,586.3866577,733.1710205,0.8373618,3,1015.292539156009184,15136.128341768964674
Charanchi,Katsina,80,7.687231667000000,242842.051399999996647,532.3069458,456.2068176,3.2943223,0,692.267928159893813,7026.387559407230583
Etsako Central,Edo,37,6.494640000000000,87932.190839999995660,708.7698364,124.0631104,4.207788,0,747.593834865124222,5511.705462923243431
Darazo,Bauchi,70,10.526103000000001,503920.605400000000373,3030.135742,166.3029785,1.3891077,13,9789.934670567270587,14812.251430566000636
Ijumu,Kogi,57,5.797580000000000,185858.637300000002142,1304.938599,142.4271088,3.0668471,0,606.434439200017550,26570.305759400129318
