lganame,statename,num_health_facilities,longitude,population,lgaarea,popdensity,Facilities_per_10k_people,water_per_lga,NEAR_DIST_Health,NEAR_DIST_Water
Umuahia North,Abia,131,7.489943333000000,377491.752800000016578,256.840271,1469.75293,3.4702744,0,334.287912736716578,6676.282348755707062
Odo Otin,Osun,52,4.691503333000000,191478.966699999989942,248.7117615,769.8830566,2.715703,1,268.908223262488491,7452.315501744700668
Ihiala,Anambra,136,6.900168333000000,556979.146799999987707,296.5516968,1878.185669,2.4417431,6,314.868216801568963,5800.724339451723608
Ilesha West,Osun,87,4.736763333000000,354803.798699999984819,100.228508,3539.948975,2.4520595,0,627.782559899457510,7881.977176768049503
Kaltungo,Gombe,83,11.326721190000001,253515.497499999997672,999.164917,253.7273865,3.2739615,0,2886.501203411513870,206.512631027898323
Irepodun,Osun,33,4.499511719000000,299576.152899999986403,75.520874,3966.799316,1.1015563,15,1228.711902783925098,1101.920016364447520
Ebonyi,Ebonyi,116,8.133834999999999,253018.045000000012806,397.4495239,636.604248,4.5846534,2,2462.236704640311473,7346.238958204326991
Lafia,Nasarawa,189,8.755590000000000,569634.743699999991804,2732.681641,208.452652,3.3179157,79,3095.250739287979286,474.939649646841019
Ijebu North,Ogun,86,4.008630000000000,361891.641899999987800,1073.984741,336.9616089,2.3764019,0,2485.064752563225738,410.387839721523108
Ndokwa West,Delta,40,6.357727051000000,306494.066999999980908,808.6027222,379.0415955,1.3050823,6,2729.426201551219037,3658.778391629669841
Ikeduru,Imo,80,7.137118333000000,278501.797299999976531,176.5152283,1577.77771,2.8725128,1,992.906437475258713,1108.739653065713128
Okehi,Kogi,43,6.169921915150000,152394.743699999991804,765.1426392,199.1716766,2.8216195,1,7881.183611892950466,3650.091284876417831
Yamaltu/Deba,Gombe,96,11.318330000000000,738758.978800000040792,1851.946533,398.9094543,1.2994766,2,792.748952392528281,130.122215527864512
Emure,Ekiti,26,5.463390000000000,63930.854299999999057,256.2127991,249.5224915,4.0668941,0,2744.481047513657359,10760.074933896185030
Ikere,Ekiti,47,5.234160000000000,213553.311500000010710,294.1268921,726.0584106,2.2008555,0,424.607509201540893,3271.845135780039072
Oguta,Imo,62,6.902553333000000,246017.093300000007730,473.4721375,519.6020508,2.5201502,22,3866.469264002718319,2103.979853521846962
Konshisha,Benue,132,8.967071100000000,586764.708800000022165,1828.989258,320.8136292,2.249624,1,4367.491603265773847,7745.652075109617726
Ejigbo,Osun,83,4.311430000000000,281624.376800000027288,366.7732239,767.8433228,2.9471881,1,1492.714903216264929,7697.067766031395877
Gwer West,Benue,43,8.154190000000000,146702.298100000014529,1235.94104,118.6968384,2.9311061,1,1856.167836960093609,22859.341855356549786
Etung,Cross River,52,8.706519999999999,57056.670449999997800,969.4232788,58.8563042,9.1137457,5,4853.534502367454479,5958.223925704961403
Ekwusigo,Anambra,68,6.847735000000000,230715.670899999997346,119.9100952,1924.072144,2.9473507,0,374.909951723301333,11.118265086740754
Ijero,Ekiti,48,5.064970000000000,204882.950600000011036,361.8489685,566.2112427,2.3428011,0,536.270488585867611,16134.772176178415975
Ugwunagbo,Abia,53,7.324913300000000,100958.337899999998626,126.0950546,800.6526489,5.2496901,0,596.220552822137165,7106.146571529043285
Olorunda,Osun,48,4.578458333000000,230997.073399999993853,147.816803,1562.725464,2.0779483,0,1232.883088018889794,3011.309304012258508
Nasarawa Egon,Nasarawa,95,8.305985700000001,147656.243599999987055,1193.043335,123.7643585,6.4338627,2,4985.141605052001069,3422.152502071033723
Ede North,Osun,58,4.426750852020000,224022.126500000013039,97.2575531,2303.390625,2.58903,0,957.087839543684140,4173.920179877540249
Afikpo South,Ebonyi,53,7.829215000000000,89065.404120000006515,385.0473938,231.3102417,5.9506831,1,2290.788220332074616,10740.532599855496301
Oru West,Imo,76,6.898791130250000,283578.227300000027753,118.7087936,2388.856201,2.6800365,2,535.509312767183133,4982.992192458228601
Anambra East,Anambra,47,6.841833700000000,199567.437700000009499,611.4840698,326.3657227,2.3550937,129,1248.434047386188695,1388.536124839705280
Vandeikya,Benue,86,8.997215000000001,447607.513700000010431,671.9998169,666.0827637,1.9213262,0,1359.406519870405418,12044.838666052228291
Atakunmosa West,Osun,47,4.726089881380000,92996.323929999998654,396.4122925,234.5949554,5.0539632,0,819.252051481944818,2399.205792347588158
Ogbaru,Anambra,121,6.794610000000000,211801.124899999995250,483.1340027,438.3900146,5.7129064,61,1074.905713980035443,1107.390209466726901
Ikwuano,Abia,56,7.619846667000000,140460.400900000007823,259.6075134,541.0490723,3.9868889,1,1024.449575257320021,8858.341900155939584
Keffi,Nasarawa,51,7.834339556530000,223094.185300000011921,210.9583588,1057.5271,2.2860301,1,2210.086272123156505,5410.629845094843404
Adavi,Kogi,63,6.245480000000000,259279.116600000008475,607.3969116,426.8693237,2.4298139,7,3176.793128936215453,228.235692935768441
Oru East,Imo,53,6.960930000000000,247075.687700000009499,110.7781601,2230.364502,2.1450918,5,1397.665279727179040,186.497766228150084
Remo North,Ogun,29,3.683565000000000,106067.449999999997090,203.0842438,522.28302,2.7341094,0,625.150931515277421,445.646395033514807
Karu,Nasarawa,135,7.782704064150000,988891.378499999991618,2417.158447,409.1131897,1.3651651,15,4355.412257230298565,4426.311855953019403
Ikenne,Ogun,37,3.700980000000000,269060.775199999974575,179.1540375,1501.840454,1.375154,0,725.244918335295552,5851.901174963998528
Ila,Osun,59,4.919271946540000,156840.988799999991897,283.9178162,552.4168701,3.7617717,7,1721.425751286617242,1990.855380924992460
Doma,Nasarawa,81,8.355253333000000,247239.748099999997066,3083.388184,80.1844406,3.2761722,28,1109.292054342972733,5059.163307415801683
Nafada,Gombe,42,11.276410000000000,158250.545899999997346,1219.759888,129.73909,2.6540194,0,2123.785379575652314,3481.412416561620830
Gwer East,Benue,117,8.518400000000000,446132.396300000022165,2271.249512,196.4259796,2.6225398,0,4657.633639632843369,37030.784467977849999
Efon,Ekiti,41,4.969116211000000,70743.529970000003232,238.2580719,296.9197693,5.7955828,0,1260.648493592392015,17827.840887742531777
Ihitte/Uboma,Imo,35,7.383130000000000,118976.140700000003562,97.2867813,1222.942505,2.9417663,0,1412.805654936487826,3984.535557370995321
Ekiti West,Ekiti,47,5.073810000000000,153168.291499999992084,373.7704773,409.7923889,3.0685203,0,982.388041851256730,6566.733113355659043
Atisbo,Oyo,32,3.332500000000000,108351.384099999995669,2460.604248,44.034462,2.9533541,0,1928.025212808877313,11616.695802782303872
Isu,Imo,46,7.068220000000000,134438.167599999986123,66.8430023,2011.252686,3.4216473,1,112.981955926320339,3244.629186753074009
Ogbadibo,Benue,79,7.648726929000000,264161.286100000026636,527.4438477,500.8330078,2.9905972,0,446.891848735092367,22893.330551541228488
Atakunmosa East,Osun,52,4.726260000000000,66618.556500000006054,355.6552124,187.3121948,7.8056331,0,2153.736277602806240,1915.157831753366963
Akwanga,Nasarawa,115,8.318059999999999,207588.571800000005169,1067.471436,194.4675598,5.539804,0,2363.302062976930756,9598.767407129655112
Rafi,Niger,114,6.348827648750000,349424.582400000013877,3839.699463,91.0031052,3.2625065,12,2478.231704353177065,2199.313544045729486
Odukpani,Cross River,94,8.139709472000000,212603.387400000006892,1306.511841,162.7259521,4.4213781,32,1088.101566523923111,5257.910903232231249
Gbako,Niger,95,5.882324219000000,181735.235699999990175,1536.695435,118.2636642,5.2273846,5,1839.492011467070597,6371.312525747302061
Ukwuani,Delta,36,6.243530273000000,199503.068999999988591,403.8829651,493.9625854,1.8044835,1,3644.443291279646473,2225.260917121204784
Awka South,Anambra,129,7.061385000000000,441171.824900000006892,157.0071259,2809.884033,2.9240308,2,693.432097481610867,680.474926354790909
Gurara,Niger,73,6.938347201000000,119488.430399999997462,889.288147,134.3641357,6.1093783,8,1475.962553633568405,5361.023346938522081
Kontagora,Niger,61,5.504330000000000,344597.056999999971595,1819.414429,189.3999786,1.7701834,11,386.210282520091084,747.863375039094763
Mashegu,Niger,92,5.181260000000000,439523.013399999996182,8727.260742,50.3620796,2.0931783,41,9812.129157239633059,6144.859966341547079
Wushishi,Niger,59,5.830999478000000,153201.601900000008754,1824.582764,83.9652786,3.8511348,9,5246.747031554235036,2654.508863390737588
Shiroro,Niger,174,6.664916992000000,406150.037200000020675,4639.193359,87.547554,4.2841311,37,1607.037859952973804,1663.938335091548424
Borgu,Niger,86,4.570320000000000,337974.341899999999441,10752.28027,31.432806,2.5445719,37,10967.232373499993628,3798.171185486282866
Lapai,Niger,93,6.625122071000000,233231.907600000005914,3020.07959,77.2270737,3.9874475,39,5160.055543575786032,2153.450806005126196
Akoko South West,Ondo,74,5.808297000000000,230998.200600000011036,529.0473022,436.6305237,3.2034881,0,4168.847730326906458,28499.804805637704703
Rijau,Niger,76,5.278308333000000,333809.412799999990966,3005.730713,111.0576553,2.2767482,14,3543.436686942058714,785.350887585877217
Chanchaga,Niger,84,6.539916992000000,487903.291199999977835,79.8669586,6108.950195,1.7216526,1,247.033643196922839,38.346498643538048
Mariga,Niger,72,5.736885000000000,401814.212899999984074,6279.52832,63.9879608,1.7918729,20,7630.389953368525312,6280.365088153136639
Munya,Niger,80,7.009277344000000,192758.783900000009453,2169.737793,88.8396683,4.1502647,8,2103.229155753411760,5920.860649434455809
Bosso,Niger,99,6.540100098000000,404805.050400000007357,1915.670166,211.3125,2.4456217,47,1562.659078364719790,2691.965166752033838
Suleja,Niger,59,7.170690000000000,183301.272900000010850,113.4694748,1615.423706,3.2187448,6,1181.081974171570209,2403.464046288005648
Paikoro,Niger,124,7.145404000000000,275146.628599999996368,2011.177368,136.8087311,4.5066881,10,2385.766291076798552,16615.839546951854572
Kanke,Plateau,77,9.587097168000000,148156.379599999985658,874.0407104,169.5074158,5.1972113,0,1265.438248804660816,7519.022493707039757
Jos North,Plateau,136,8.889099120999999,747337.309800000046380,258.4359131,2891.770264,1.8197941,27,441.139235224623746,1022.581369279644264
Jos East,Plateau,51,9.072875977000001,97114.912719999992987,911.3414917,106.5625916,5.2515106,7,1670.198597447104248,11820.850280475084219
Oredo,Edo,112,5.599115000000000,682237.773099999991246,249.6425629,2732.858398,1.6416564,1,372.124823720242432,1254.382283524709464
Patani,Delta,18,6.145324707000000,96246.670939999996335,229.7392273,418.9387817,1.8701946,9,3866.896512593725220,758.091895606570461
Shendam,Plateau,101,9.510890546000001,443506.614500000025146,2466.76001,179.7931824,2.2773054,53,2351.057711882347121,4019.854547446697779
Egor,Edo,88,5.582885742000000,573303.699799999943934,92.9947357,6164.904785,1.534963,1,1790.554148477499893,3377.416434356679474
Langtang North,Plateau,96,9.872700000000000,286936.645200000028126,799.5938721,358.8529968,3.3456862,5,1779.260746007078069,3673.667566500461817
Jos South,Plateau,129,8.871276856000000,805583.437000000034459,558.6495972,1442.019165,1.6013238,96,1394.352733058684180,3774.931532122822773
Mikang,Plateau,46,9.602722168000000,135345.291100000002189,762.0700073,177.6021729,3.3987145,4,120.187726106253976,4590.375056522932937
Barkin Ladi,Plateau,128,8.897094727000001,327455.799699999974109,1140.790894,287.0427856,3.9089246,136,430.789688976329444,5617.914328145797299
Pankshin,Plateau,108,9.305303925000000,283030.843400000012480,1364.34436,207.4482422,3.8158386,2,2359.802364763184414,1107.254496064833802
Bokkos,Plateau,130,9.024690000000000,380008.504799999995157,1592.690918,238.5952606,3.4209762,37,2387.220685567663622,5773.220046983616157
Wase,Plateau,83,9.941711424999999,276538.559599999978673,4880.540039,56.6614685,3.0013897,4,12954.729132019549070,9493.320854636825970
Bassa,Plateau,81,8.815669069000000,111821.944300000002841,1454.391602,76.8857193,7.2436585,59,3463.588233241386206,4914.742792956784797
Orumba South,Anambra,82,7.311281667000000,197389.749699999985751,200.295166,985.4943237,4.1542177,0,631.401754458313007,9742.937952564947409
Kanam,Plateau,64,10.099216269999999,206202.185800000006566,2712.303223,76.0247574,3.1037498,0,5074.139208885097105,5810.848422449284953
Langtang South,Plateau,57,9.777250000000000,158918.885600000008708,1205.485596,131.8297729,3.5867355,41,2658.171356361782728,12493.355532770969148
Mangu,Plateau,147,9.191269999999999,572080.084900000016205,1619.911133,353.1552429,2.5695703,2,2346.234930111686936,406.870768160952480
Tafa,Niger,88,7.204528809000000,264250.998699999996461,231.0881348,1143.507446,3.3301671,11,929.056720246077361,7989.354034930432135
Magama,Niger,80,4.772936667000000,371701.881899999978486,3640.921143,102.090065,2.1522624,84,1719.894608471765650,770.434684181507578
Agwara,Niger,44,4.460814339000000,115293.936799999995856,1449.80957,79.5235062,3.8163326,7,1226.150518350308630,393.601863919096729
Riyom,Plateau,65,8.804687500000000,214171.146199999988312,802.828064,266.770874,3.034956,1,1335.925481491948403,1426.920210221754360
Rabah,Sokoto,32,5.374410000000000,145966.002399999997579,2129.837647,68.5338669,2.1922913,10,4713.984145163137327,2758.520300072735608
Ikwo,Ebonyi,132,8.093945000000000,243362.076100000005681,694.2436523,350.5427551,5.424017,12,3260.553480363810650,287.737771101425039
Safana,Katsina,57,7.211908333000000,263628.038600000028964,1334.69812,197.5188446,2.1621373,7,6708.817834106535884,20015.245345301569614
Ajeromi/Ifelodun,Lagos,106,3.338183333000000,181949.649200000014389,12.4907999,14566.69336,5.8257875,4,249.043201686490448,171.135904243669870
Koko-Besse,Kebbi,49,4.421380000000000,175300.741500000003725,1347.926514,130.0521545,2.7951963,7,6380.636110746709164,1854.570082955580119
Epe,Lagos,54,3.963160000000000,396179.335900000005495,1314.96936,301.2840881,1.3630191,10,547.189331581772990,5899.452796051256882
Sumaila,Kano,51,8.994870000000001,509900.164400000008754,1484.155396,343.5625305,1.0001957,72,2586.895675957397998,10453.625820496223241
Ogori/Magongo,Kogi,20,6.154534181940000,21791.246699999999691,79.2101746,275.1066589,9.1779976,0,642.932756862665428,5023.526438233076988
Amuwo Odofin,Lagos,128,3.317421700000000,501288.194299999973737,114.1562424,4391.246582,2.5534215,17,766.324290103532121,848.589626844109603
Tsanyawa,Kano,31,7.982482910000000,253486.887099999992643,544.0969238,465.8855286,1.2229429,9,3231.687933070888903,344.374468728422130
Ibeju Lekki,Lagos,64,3.901619100000000,670445.278099999995902,415.9194336,1611.959473,0.9545895,31,1594.971459674171683,3898.553042899797674
Ajaokuta,Kogi,58,6.600097656000000,232702.154399999999441,1621.487549,143.5115204,2.4924564,37,2225.687575633381584,663.109426047876241
Irepo,Oyo,29,3.847275000000000,95767.385519999996177,955.6097412,100.2160034,3.0281708,0,4864.124334947004172,21984.364462886838737
Isoko North,Delta,35,6.117675781000000,301478.313599999994040,453.9671326,664.097229,1.1609459,14,1400.858581581140015,8526.689688754991948
Ezeagu,Enugu,81,7.272123300000000,285128.528200000000652,671.8482666,424.3942261,2.8408241,13,843.693805245063572,14290.967406992569522
Irele,Ondo,45,5.025411667000000,186525.993599999987055,959.6610107,194.3665466,2.4125323,0,1783.857866815224497,2895.396917550253875
Owo,Ondo,67,5.443115235000000,387188.958600000012666,1024.338013,377.9894409,1.7304213,1,2177.133601632169302,9580.655041594429349
Dekina,Kogi,172,6.999084473000000,610378.627699999953620,2443.008301,249.8471375,2.8179231,24,2380.724241586281551,14810.704982697201558
Akoko North East,Ondo,56,5.738042000000000,170847.322699999989709,371.2095337,460.2449646,3.2777803,0,1317.195843640415887,33828.807858419604599
Oluyole,Oyo,83,3.878398333000000,737158.658799999975599,661.2702026,1114.761597,1.1259449,9,848.384348362601145,115.975149958224065
Ogba/Egbema/Ndoni,Rivers,52,6.657287598000000,444294.594700000016019,892.0112305,498.0818481,1.1703947,134,2742.916262334318617,812.311130469134696
Ovia South-West,Edo,53,5.337275000000000,318196.640699999989010,2763.629395,115.1372299,1.6656367,1,1926.167152283314181,13151.400645132027421
Ndokwa East,Delta,36,6.425720215000000,172362.089299999992363,1597.419678,107.9003143,2.0886264,350,5251.356126512760056,240.423398725384175
Saki East,Oyo,31,3.607396667000000,81717.818629999994300,1276.612671,64.0114441,3.7935424,3,4627.808871691742752,13332.772287006373517
Onicha,Ebonyi,94,7.884983333000000,173154.594899999996414,440.0144958,393.5202026,5.4286747,0,702.190166591985758,10321.584770139941611
Ethiope East,Delta,35,5.940246800000000,343317.012899999972433,457.1962891,750.9182129,1.0194659,4,2036.058072765885072,2052.280910767312434
Obi,Nasarawa,67,8.858276367000000,119055.451400000005378,970.140625,122.7197876,5.6276298,0,3475.675232550575402,4297.930795197673433
Oyo East,Oyo,40,4.078413333000000,143850.140400000003865,108.5666122,1324.994263,2.7806716,10,1089.312467772198943,3355.512771392926425
Ivo,Ebonyi,55,7.710876465000000,97341.731419999996433,289.7787476,335.9174194,5.6501975,0,461.288426263883309,7259.434857569835913
Etsako East,Edo,50,6.324097000000000,193389.892099999997299,1134.542114,170.4563293,2.5854506,22,411.607750249888738,7745.307507335061928
Oshimili South,Delta,47,6.744079590000000,257126.857699999993201,260.8356323,985.781189,1.8278915,16,6612.976063801039345,563.717253061143310
Izzi,Ebonyi,115,8.145770000000001,373948.759599999990314,1165.222778,320.9246826,3.0752876,23,1587.892672457676554,11095.589829917547831
Isoko South,Delta,39,6.239318848000000,443381.453199999989010,715.0139771,620.1018066,0.8796038,54,4651.048765313803415,107.708204718475798
Ezza South,Ebonyi,114,8.063883333000000,166772.782799999986310,294.5384521,566.2173462,6.8356476,0,873.818174802942735,5875.122568247493291
Ofu,Kogi,95,7.099893333000000,339504.340099999972153,1554.000977,218.4711304,2.798197,10,2459.366222806306723,20461.608352798459237
Aniocha North,Delta,30,6.472290039000000,188595.064400000002934,405.9921875,464.5288086,1.5907097,0,2494.292632232024062,6439.216696637012319
Aniocha South,Delta,38,6.359560000000000,276748.610600000014529,867.3869629,319.0601501,1.3730873,5,4526.798447430719534,2127.750235195100686
Igalamela-Odolu,Kogi,97,6.792465000000000,219326.065999999991618,2078.057617,105.5437851,4.4226389,7,3329.722104098590535,1706.380884622335316
Ibiono Ibom,Akwa Ibom,36,7.961884000000000,159402.197500000009313,334.8536987,476.0353394,2.2584381,0,653.675379149754576,7957.379990259296392
Obot Akara,Akwa Ibom,39,7.582033333000000,132695.471099999995204,253.5939941,523.2595215,2.9390604,3,1768.001490682742997,5489.150834084204689
Ogo Oluwa,Oyo,49,4.207413333000000,112531.978799999997136,435.6790771,258.2909851,4.3543177,21,2024.055144238354615,295.820515428755755
Atiba,Oyo,31,4.069496667000000,130441.023100000005797,672.5424194,193.9521179,2.3765531,0,2981.977736367374291,8417.395449902656765
Ogbomosho South,Oyo,41,4.244636667000000,173272.111800000013318,44.2422905,3916.436279,2.3662205,26,448.685026622256032,447.435563138610235
Ovia North-East,Edo,47,5.603253000000000,557346.207199999946170,2324.407715,239.7798767,0.843282,3,4922.711815199148987,2640.831923224583079
Afijio,Oyo,55,3.959236667000000,129017.506899999993038,916.6737671,140.745285,4.2629871,11,1343.633961534724222,129.129691946216639
Ogbomosho North,Oyo,92,4.268691667000000,583026.990499999956228,163.1719513,3573.083496,1.5779716,13,364.700826507262434,413.903407906850362
Ikwerre,Rivers,33,6.902099609000000,532924.105600000009872,667.4568481,798.4398193,0.6192251,6,654.378931362581852,4156.268327467096242
Esit Eket,Akwa Ibom,18,8.020613483689999,50760.145750000003318,148.1593475,342.605072,3.5460892,0,2123.263430928857815,4677.295084065139235
Obio/Akpor,Rivers,111,7.033691407000000,1744761.720999999903142,263.1147156,6631.182617,0.63619,26,345.448367728233109,461.074112578460245
Etche,Rivers,50,7.097536666670000,496852.856599999999162,811.9361572,611.9358521,1.0063342,6,1050.185255395055492,1152.949153539216240
Askira Uba,Borno,58,13.213818000400000,245196.791700000001583,2687.175781,91.2470245,2.365447,25,1261.260231646922193,383.095848081720192
Gwadabawa,Sokoto,57,5.422142310000000,259407.185599999997066,1007.84021,257.3891907,2.1973176,5,1941.730181852888563,14233.246364681957857
Hadejia,Jigawa,20,10.038599899999999,138753.985300000000279,27.067934,5126.138672,1.4414001,0,1065.982530314226779,2534.178339122893703
Kiri Kasama,Jigawa,28,10.325634502900000,206449.047300000005635,807.7976685,255.5702515,1.3562669,2,3362.981281568945633,595.781281164566735
Konduga,Borno,36,13.396635000000000,270898.857799999997951,5320.807129,50.9131126,1.3289093,91,13400.723470124836240,9974.850896752117478
Jere,Borno,56,13.245270000000000,866216.132499999948777,793.3768311,1091.809204,0.6464899,26,3677.246697185684297,6625.559179208724345
Eti Osa,Lagos,138,3.619368333000000,1110722.614999999990687,177.9318542,6242.404785,1.2424344,49,842.812227308353613,1482.205915270453033
Kosofe,Lagos,185,3.398513333000000,603115.414100000052713,61.1975136,9855.227539,3.0674062,6,1181.195106298587461,57.677198337660222
Ibadan North,Oyo,101,3.893551667000000,295838.667599999986123,38.9272652,7599.780273,3.4140229,7,544.384412853185950,98.760288266131226
Akinyele,Oyo,101,3.854393333000000,546350.104300000006333,416.1790466,1312.776611,1.8486315,6,2421.724199373242755,353.768738859318375
Ido,Oyo,92,3.799535000000000,900723.698899999959394,738.6772461,1219.373779,1.0214009,4,2735.140250754237059,395.671591231042271
Ibadan North West,Oyo,51,3.889709473000000,183416.794499999989057,29.1674118,6288.415039,2.7805524,2,648.650810438573444,338.310075329632411
Ibadan South West,Oyo,91,3.851495000000000,210449.207200000004377,24.0476151,8751.354492,4.3240838,56,411.292540346140527,133.254572514414463
Ibadan South East,Oyo,58,3.888115000000000,194538.845700000005309,15.9899635,12166.30957,2.9814098,0,234.842095126939938,238.310434671731997
Abeokuta South,Ogun,128,3.352178333000000,419519.541900000011083,66.0199509,6354.436035,3.0511093,0,404.057197350575734,1725.209369485141906
Alimosho,Lagos,316,3.259773333000000,2355623.558999999891967,182.8278503,12884.37988,1.3414707,1,288.902816175880560,2190.901601792480960
Ifako/Ijaye,Lagos,138,3.320790000000000,530707.861900000018068,32.0473785,16560.10156,2.6003006,0,150.787925169874313,707.553244241470679
Ikorodu,Lagos,272,3.585868333000000,2039135.993999999947846,413.0187378,4937.151367,1.3338983,77,330.274129569369677,5660.783659695274764
Ifo,Ogun,269,3.263240000000000,2095264.200999999884516,518.6062622,4040.183106,1.2838477,5,532.204322455581405,8728.091539108214420
Ikeja,Lagos,186,3.349850000000000,390393.600900000019465,40.8600464,9554.40918,4.7644224,0,214.624501167733939,574.405237555515328
Ewekoro,Ogun,54,3.220021667000000,421446.994200000015553,626.8554688,672.3192139,1.2812999,0,1321.516949847950855,13028.674452892693807
Ojo,Lagos,158,3.144870000000000,872979.403500000014901,172.4645081,5061.791504,1.8098938,19,363.032185020944326,73.550389605556617
Badagry,Lagos,107,2.823469700000000,875408.113800000050105,438.9707947,1994.228638,1.2222871,3,66.072070048444502,11401.172554140872307
Obafemi Owode,Ogun,174,3.420708333000000,1326938.695000000065193,1611.099487,823.6230469,1.311289,10,429.198788525422003,2399.579416217808102
Ipokia,Ogun,100,2.841096667000000,406954.445100000011735,574.607605,708.2301636,2.4572775,2,1388.381358599530813,4718.546909209854675
Ohimini,Benue,59,8.023483333000000,128624.335200000001350,685.6396484,187.59758,4.5870013,0,2442.793161901242911,13536.693805694163530
Ilorin West,Kwara,75,4.542480469000000,640238.207099999999627,148.3392334,4316.041016,1.1714391,1,817.606361289246934,1747.484651358720612
Asa,Kwara,69,4.383117676000000,268017.179799999983516,1344.472534,199.3474579,2.5744619,0,4017.055157985914775,2395.874629580122928
