lganame,statename,Actual_Status,Predicted_Risk,Risk_Prob,Tier
Ibadan North West,Oyo,0,1,0.32764319799335034,Tier 3: Moderate (Surveillance)
Ife North,Osun,0,1,0.326898678841303,Tier 3: Moderate (Surveillance)
Ukwa West,Abia,0,1,0.3265970079136129,Tier 3: Moderate (Surveillance)
Tsanyawa,Kano,0,1,0.3249003695987806,Tier 3: Moderate (Surveillance)
Rano,Kano,0,1,0.3248411978190311,Tier 3: Moderate (Surveillance)
Rano,Kano,0,1,0.3248411978190311,Tier 3: Moderate (Surveillance)
Ikwerre,Rivers,0,1,0.32415908005491806,Tier 3: Moderate (Surveillance)
Etsako East,Edo,0,1,0.3196657317577902,Tier 3: Moderate (Surveillance)
Oke Ero,Kwara,0,1,0.3166304393262313,Tier 3: Moderate (Surveillance)
Makarfi,Kaduna,0,1,0.3164546960835436,Tier 3: Moderate (Surveillance)
Dawakin Tofa,Kano,0,1,0.31585933074548406,Tier 3: Moderate (Surveillance)
Ihiala,Anambra,0,1,0.31517890157451633,Tier 3: Moderate (Surveillance)
Ihiala,Anambra,0,1,0.31517890157451633,Tier 3: Moderate (Surveillance)
Etsako West,Edo,0,1,0.3140247268336024,Tier 3: Moderate (Surveillance)
Odeda,Ogun,0,1,0.3129477141591072,Tier 3: Moderate (Surveillance)
Odeda,Ogun,0,1,0.3129477141591072,Tier 3: Moderate (Surveillance)
Sokoto South,Sokoto,0,1,0.3113831299857106,Tier 3: Moderate (Surveillance)
Igbo-Etiti,Enugu,0,1,0.31122704938549844,Tier 3: Moderate (Surveillance)
Igbo-Etiti,Enugu,0,1,0.31122704938549844,Tier 3: Moderate (Surveillance)
Akinyele,Oyo,0,1,0.30909905915769814,Tier 3: Moderate (Surveillance)
Akinyele,Oyo,0,1,0.30909905915769814,Tier 3: Moderate (Surveillance)
Ayedade,Osun,0,1,0.30892499051234884,Tier 3: Moderate (Surveillance)
Lere,Kaduna,0,1,0.3085649833248462,Tier 3: Moderate (Surveillance)
Abakaliki,Ebonyi,0,1,0.3084078377450936,Tier 3: Moderate (Surveillance)
Ahoada East,Rivers,0,1,0.308312318889954,Tier 3: Moderate (Surveillance)
Eleme,Rivers,0,1,0.3073709734434405,Tier 3: Moderate (Surveillance)
Ipokia,Ogun,0,1,0.305927402353343,Tier 3: Moderate (Surveillance)
Bida,Niger,0,1,0.3017649316680751,Tier 3: Moderate (Surveillance)
Ika South,Delta,0,1,0.30066018562833113,Tier 3: Moderate (Surveillance)
Batagarawa,Katsina,0,1,0.30017513440574656,Tier 3: Moderate (Surveillance)
Asari-Toru,Rivers,0,1,0.2987326744720117,Tier 3: Moderate (Surveillance)
Sapele,Delta,0,1,0.2958627531713671,Tier 3: Moderate (Surveillance)
Ibadan South West,Oyo,0,1,0.295552378298533,Tier 3: Moderate (Surveillance)
Ibadan South West,Oyo,0,1,0.295552378298533,Tier 3: Moderate (Surveillance)
Dutsi,Katsina,0,1,0.29521346608987187,Tier 3: Moderate (Surveillance)
Gokana,Rivers,0,1,0.29408717614237445,Tier 3: Moderate (Surveillance)
Ife Central,Osun,0,1,0.2929927420840979,Tier 3: Moderate (Surveillance)
Ife Central,Osun,0,1,0.2929927420840979,Tier 3: Moderate (Surveillance)
Ilorin East,Kwara,0,1,0.2926735026821092,Tier 3: Moderate (Surveillance)
Ifo,Ogun,0,1,0.29012015825419746,Tier 3: Moderate (Surveillance)
Ifo,Ogun,0,1,0.29012015825419746,Tier 3: Moderate (Surveillance)
Ogbomosho South,Oyo,0,1,0.2882595103000271,Tier 3: Moderate (Surveillance)
Ogbomosho South,Oyo,0,1,0.2882595103000271,Tier 3: Moderate (Surveillance)
Owerri Municipal,Imo,0,1,0.2881531931120681,Tier 3: Moderate (Surveillance)
Alimosho,Lagos,0,1,0.2878039230596385,Tier 3: Moderate (Surveillance)
Alimosho,Lagos,0,1,0.2878039230596385,Tier 3: Moderate (Surveillance)
Ona Ara,Oyo,0,1,0.286999812817381,Tier 3: Moderate (Surveillance)
Ona Ara,Oyo,0,1,0.286999812817381,Tier 3: Moderate (Surveillance)
Ona Ara,Oyo,0,1,0.286999812817381,Tier 3: Moderate (Surveillance)
Rogo,Kano,0,1,0.28689144428943586,Tier 3: Moderate (Surveillance)
Mashi,Katsina,0,1,0.28665227355004436,Tier 3: Moderate (Surveillance)
Ukwuani,Delta,0,1,0.2850875718109949,Tier 3: Moderate (Surveillance)
Ibaji,Kogi,0,1,0.28227018988978064,Tier 3: Moderate (Surveillance)
Ibaji,Kogi,0,1,0.28227018988978064,Tier 3: Moderate (Surveillance)
Enugu East,Enugu,0,1,0.2795614590628339,Tier 3: Moderate (Surveillance)
Babura,Jigawa,0,1,0.27888230217431004,Tier 3: Moderate (Surveillance)
Kura,Kano,0,1,0.2781246583740288,Tier 3: Moderate (Surveillance)
Kura,Kano,0,1,0.2781246583740288,Tier 3: Moderate (Surveillance)
Irele,Ondo,0,1,0.2759915917605391,Tier 3: Moderate (Surveillance)
Ajingi,Kano,0,1,0.2755009618674436,Tier 3: Moderate (Surveillance)
Misau,Bauchi,0,1,0.2735659314175431,Tier 3: Moderate (Surveillance)
Misau,Bauchi,0,1,0.2735659314175431,Tier 3: Moderate (Surveillance)
Kaltungo,Gombe,0,1,0.2732764072931837,Tier 3: Moderate (Surveillance)
Jakusko,Yobe,0,1,0.2725060428089208,Tier 3: Moderate (Surveillance)
Jakusko,Yobe,0,1,0.2725060428089208,Tier 3: Moderate (Surveillance)
Kanam,Plateau,0,1,0.2695189602596875,Tier 3: Moderate (Surveillance)
Bomadi,Delta,0,1,0.2647284040492226,Tier 3: Moderate (Surveillance)
Bomadi,Delta,0,1,0.2647284040492226,Tier 3: Moderate (Surveillance)
Gwale,Kano,0,1,0.264045578636046,Tier 3: Moderate (Surveillance)
Gwale,Kano,0,1,0.264045578636046,Tier 3: Moderate (Surveillance)
Orsu,Imo,0,1,0.26258390302118534,Tier 3: Moderate (Surveillance)
Orsu,Imo,0,1,0.26258390302118534,Tier 3: Moderate (Surveillance)
Itu,Akwa Ibom,0,1,0.2621268737248767,Tier 3: Moderate (Surveillance)
Itu,Akwa Ibom,0,1,0.2621268737248767,Tier 3: Moderate (Surveillance)
Itu,Akwa Ibom,0,1,0.2621268737248767,Tier 3: Moderate (Surveillance)
Garun Malam,Kano,0,1,0.2596973744296439,Tier 3: Moderate (Surveillance)
Dukku,Gombe,0,1,0.25860658971685746,Tier 3: Moderate (Surveillance)
Gombe,Gombe,0,1,0.2583918118064447,Tier 3: Moderate (Surveillance)
Kiyawa,Jigawa,0,1,0.2575059645592352,Tier 3: Moderate (Surveillance)
Nnewi South,Anambra,0,1,0.25181573297351806,Tier 3: Moderate (Surveillance)
Badagry,Lagos,0,1,0.2517201244566627,Tier 3: Moderate (Surveillance)
Badagry,Lagos,0,1,0.2517201244566627,Tier 3: Moderate (Surveillance)
Badagry,Lagos,0,1,0.2517201244566627,Tier 3: Moderate (Surveillance)
Badagry,Lagos,0,1,0.2517201244566627,Tier 3: Moderate (Surveillance)
Ankpa,Kogi,0,1,0.2497015940362907,Tier 3: Moderate (Surveillance)
Ikwuano,Abia,0,1,0.2486169562965577,Tier 3: Moderate (Surveillance)
Kagarko,Kaduna,0,1,0.24844114036227527,Tier 3: Moderate (Surveillance)
Ovia South-West,Edo,0,1,0.24830995664427705,Tier 3: Moderate (Surveillance)
Ovia South-West,Edo,0,1,0.24830995664427705,Tier 3: Moderate (Surveillance)
Mani,Katsina,0,1,0.2474444795486521,Tier 3: Moderate (Surveillance)
Yewa North,Ogun,0,1,0.24413260399357634,Tier 3: Moderate (Surveillance)
Ukum,Benue,0,1,0.24330089562591783,Tier 3: Moderate (Surveillance)
Ukum,Benue,0,1,0.24330089562591783,Tier 3: Moderate (Surveillance)
Oru West,Imo,0,1,0.2411486443245461,Tier 3: Moderate (Surveillance)
Oru West,Imo,0,1,0.2411486443245461,Tier 3: Moderate (Surveillance)
Iwajowa,Oyo,0,1,0.24033710335733766,Tier 3: Moderate (Surveillance)
Awka South,Anambra,0,1,0.23837164705009173,Tier 3: Moderate (Surveillance)
Awka South,Anambra,0,1,0.23837164705009173,Tier 3: Moderate (Surveillance)
Port-Harcourt,Rivers,0,1,0.23800870649815267,Tier 3: Moderate (Surveillance)
Khana,Rivers,0,1,0.2368783498292194,Tier 3: Moderate (Surveillance)
Egor,Edo,0,1,0.2368395272547037,Tier 3: Moderate (Surveillance)
Egor,Edo,0,1,0.2368395272547037,Tier 3: Moderate (Surveillance)
Oron,Akwa Ibom,0,1,0.23633859861641468,Tier 3: Moderate (Surveillance)
Isu,Imo,0,1,0.23479857814376812,Tier 3: Moderate (Surveillance)
Isu,Imo,0,1,0.23479857814376812,Tier 3: Moderate (Surveillance)
Chanchaga,Niger,0,1,0.2336719477830417,Tier 3: Moderate (Surveillance)
Yusufari,Yobe,0,1,0.23310845336088157,Tier 3: Moderate (Surveillance)
Yusufari,Yobe,0,1,0.23310845336088157,Tier 3: Moderate (Surveillance)
Anaocha,Anambra,0,1,0.23122303535204466,Tier 3: Moderate (Surveillance)
Anaocha,Anambra,0,1,0.23122303535204466,Tier 3: Moderate (Surveillance)
Dekina,Kogi,0,1,0.23116095416311555,Tier 3: Moderate (Surveillance)
Dekina,Kogi,0,1,0.23116095416311555,Tier 3: Moderate (Surveillance)
Dekina,Kogi,0,1,0.23116095416311555,Tier 3: Moderate (Surveillance)
Dekina,Kogi,0,1,0.23116095416311555,Tier 3: Moderate (Surveillance)
Osisioma Ngwa,Abia,0,1,0.23054686173859235,Tier 3: Moderate (Surveillance)
Sandamu,Katsina,0,1,0.23047542414489683,Tier 3: Moderate (Surveillance)
Katagum,Bauchi,0,1,0.22948093425071955,Tier 3: Moderate (Surveillance)
Orlu,Imo,0,1,0.22747431182751435,Tier 3: Moderate (Surveillance)
Orlu,Imo,0,1,0.22747431182751435,Tier 3: Moderate (Surveillance)
Orlu,Imo,0,1,0.22747431182751435,Tier 3: Moderate (Surveillance)
Keffi,Nasarawa,0,1,0.22431034618797072,Tier 3: Moderate (Surveillance)
Keffi,Nasarawa,0,1,0.22431034618797072,Tier 3: Moderate (Surveillance)
Albasu,Kano,0,1,0.221887866850574,Tier 3: Moderate (Surveillance)
Kuje,Fct,0,1,0.22170989410700673,Tier 3: Moderate (Surveillance)
Kuje,Fct,0,1,0.22170989410700673,Tier 3: Moderate (Surveillance)
Ile Oluji/Okeigbo,Ondo,0,1,0.22049277805126927,Tier 3: Moderate (Surveillance)
Ile Oluji/Okeigbo,Ondo,0,1,0.22049277805126927,Tier 3: Moderate (Surveillance)
Ile Oluji/Okeigbo,Ondo,0,1,0.22049277805126927,Tier 3: Moderate (Surveillance)
Madobi,Kano,0,1,0.22012810244602843,Tier 3: Moderate (Surveillance)
Surulere,Oyo,0,1,0.21836320071965926,Tier 3: Moderate (Surveillance)
Surulere,Oyo,0,1,0.21836320071965926,Tier 3: Moderate (Surveillance)
Kajola,Oyo,0,1,0.21492137071989453,Tier 3: Moderate (Surveillance)
Kajola,Oyo,0,1,0.21492137071989453,Tier 3: Moderate (Surveillance)
Gwaram,Jigawa,0,1,0.21412250259739887,Tier 3: Moderate (Surveillance)
Kurfi,Katsina,0,1,0.21303231016975335,Tier 3: Moderate (Surveillance)
Yewa South,Ogun,0,1,0.2123713038160736,Tier 3: Moderate (Surveillance)
Uvwie,Delta,0,1,0.21233550263251563,Tier 3: Moderate (Surveillance)
Essien Udim,Akwa Ibom,0,1,0.2116701888598467,Tier 3: Moderate (Surveillance)
Nwangele,Imo,0,1,0.21163169267839257,Tier 3: Moderate (Surveillance)
Tsafe,Zamfara,0,1,0.20890906418092875,Tier 3: Moderate (Surveillance)
Kaduna South,Kaduna,0,1,0.20802446433802746,Tier 3: Moderate (Surveillance)
Kaduna South,Kaduna,0,1,0.20802446433802746,Tier 3: Moderate (Surveillance)
Kaduna South,Kaduna,0,1,0.20802446433802746,Tier 3: Moderate (Surveillance)
Odo Otin,Osun,0,1,0.2075713565152952,Tier 3: Moderate (Surveillance)
Zangon Kataf,Kaduna,0,1,0.20697946691894042,Tier 3: Moderate (Surveillance)
Musawa,Katsina,0,1,0.2058043309158725,Tier 3: Moderate (Surveillance)
Kano Municipal,Kano,0,1,0.20571912259916159,Tier 3: Moderate (Surveillance)
Iwo,Osun,0,1,0.20513643328666517,Tier 3: Moderate (Surveillance)
Gaya,Kano,0,1,0.20440496273709435,Tier 3: Moderate (Surveillance)
Gaya,Kano,0,1,0.20440496273709435,Tier 3: Moderate (Surveillance)
Shomolu,Lagos,0,1,0.20063845841129224,Tier 3: Moderate (Surveillance)
